"Common Name","Scientific Name","Number of Records"
"fiveangled dodder","Cuscuta pentagona var. pentagona","27"
"pot marigold","Calendula officinalis","27"
"field dodder","Cuscuta pentagona","27"
"perennial sowthistle","Sonchus arvensis","27"
"spreading hedgeparsley","Torilis arvensis ssp. arvensis","27"
"California red scale","Aonidiella aurantii","26"
"tuna cactus","Opuntia ficus-indica","26"
"parsley","Petroselinum crispum","26"
"smutgrass","Sporobolus indicus","26"
"hairy rupturewort","Herniaria hirsuta","26"
"Texas blueweed","Helianthus ciliaris","26"
"yellowspine thistle","Cirsium ochrocentrum","26"
"field pepperweed","Lepidium campestre","26"
"oval-leaf knotweed","Polygonum arenastrum","26"
"manyflower tobacco","Nicotiana acuminata","26"
"Deptford pink","Dianthus armeria","26"
"peach twig borer","Anarsia lineatella","26"
"mournful widow","Sixalix atropurpurea","26"
"red orach","Atriplex rosea","26"
"southern green stink bug","Nezara viridula","25"
"cluster tarweed","Madia glomerata","25"
"smooth cordgrass","Spartina alterniflora","25"
"modest prickle grass","Crypsis vaginiflora","25"
"wild celery","Cyclospermum leptophyllum","25"
"common burdock, lesser burdock","Arctium minus","25"
"catnip","Nepeta cataria","25"
"lesser hawkbit","Leontodon saxatilis","25"
"Bollean mistletoe","Phoradendron bolleanum","25"
"lettuce","Lactuca sativa","25"
"carpetweed","Mollugo verticillata","25"
"glandular Cape marigold","Dimorphotheca sinuata","25"
"redhot poker","Kniphofia uvaria","25"
"redsepal evening-primrose","Oenothera glazioviana","25"
"Australian chess","Bromus arenarius","24"
"rock rose","Cistus creticus","24"
"winter vetch","Vicia villosa ssp. villosa","24"
"pear sawfly","Caliroa cerasi","24"
"St. Augustinegrass","Stenotaphrum secundatum","24"
"forest redgum","Eucalyptus tereticornis","24"
"european starling","Sturnus vulgaris","24"
"English elm","Ulmus procera","24"
"intermediate wheatgrass","Elymus hispidus","24"
"dog rose","Rosa canina","24"
"wavyleaf thistle","Cirsium undulatum","23"
"fieldnettle betony","Stachys arvensis","23"
"spruce beetle","Dendroctonus rufipennis","23"
"annual wormwood","Artemisia annua","23"
"smallflower galinsoga","Galinsoga parviflora","23"
"lesser hawkbit","Leontodon saxatilis ssp. saxatilis","23"
"field sowthistle","Sonchus arvensis ssp. arvensis","23"
"Lehmann lovegrass","Eragrostis lehmanniana","23"
"cutleaf nightshade","Solanum triflorum","23"
"house mouse","Mus musculus","23"
"curlycup gumweed","Grindelia squarrosa","23"
"true forget-me-not","Myosotis scorpioides","23"
"garden vetch","Vicia sativa ssp. sativa","23"
"green stink bug","Chinavia hilaris","23"
"pear thrips","Taeniothrips inconsequens","23"
"prostrate hutchinsia","Hornungia procumbens","22"
"great burdock","Arctium lappa","22"
"lateflowering goosefoot","Chenopodium strictum","22"
"hedge bindweed","Calystegia sepium","22"
"oystershell scale","Lepidosaphes ulmi","22"
"devil's-claw","Proboscidea louisianica","22"
"cowcockle","Vaccaria hispanica","22"
"flowering flax","Linum grandiflorum","22"
"paradise poinciana","Caesalpinia gilliesii","21"
"Norway rat","Rattus norvegicus","21"
"Mediterranean hairgrass","Rostraria cristata","21"
"English violet","Viola odorata","21"
"hairy bittercress","Cardamine hirsuta","21"
"creeping woodsorrel","Oxalis corniculata","21"
"rattlesnake brome","Bromus briziformis","21"
"tall wheatgrass","Elymus elongatus","21"
"common ragweed","Ambrosia artemisiifolia","21"
"rose rosette disease (RRD)","Emaravirus RRD","21"
"sheep fescue","Festuca trachyphylla","21"
"sicklegrass","Parapholis incurva","21"
"cutleaf groundcherry","Physalis angulata","20"
"ragweed parthenium","Parthenium hysterophorus","20"
"teasel","Dipsacus","20"
"rose campion","Silene coronaria","20"
"little burclover","Medicago minima","19"
"largeleaf lantana","Lantana camara","19"
"slender centaury","Centaurium tenuiflorum","19"
"bird vetch","Vicia cracca","19"
"cucurbit downy mildew","Pseudoperonospora cubensis","19"
"Boccone's sandspurry","Spergularia bocconii","19"
"wavyleaf sea lavender","Limonium sinuatum","19"
"largeseed dodder","Cuscuta indecora","19"
"bladder campion","Silene vulgaris","19"
"meadow salsify","Tragopogon lamottei","19"
"European waterstarwort","Callitriche stagnalis","19"
"hard fescue","Festuca brevipila","19"
"germander speedwell","Veronica chamaedrys","19"
"fireweed groundsel","Senecio linearifolius var. linearifolius","19"
"lotus sweetjuice","Glinus lotoides","18"
"Cretan rockrose","Cistus incanus ssp. creticus","18"
"hoe nightshade","Solanum physalifolium var. nitidibaccatum","18"
"Cretan mallow","Malva pseudolavatera","18"
"fowl bluegrass","Poa palustris","18"
"manyflower tobacco","Nicotiana acuminata var. multiflora","18"
"hairy galinsoga","Galinsoga quadriradiata","18"
"dwarf woodsorrel","Oxalis radicosa","18"
"Benghal dayflower","Commelina benghalensis","18"
"tomatillo groundcherry","Physalis philadelphica","18"
"changing forget-me-not","Myosotis discolor","18"
"Tangier pea","Lathyrus tingitanus","18"
"salad burnet","Sanguisorba minor ssp. minor","18"
"shamel ash","Fraxinus uhdei","18"
"coco yam, wild taro","Colocasia esculenta","17"
"southern catalpa","Catalpa bignonioides","17"
"water foxtail","Alopecurus geniculatus","17"
"white mignonette","Reseda alba","17"
"barbgrass","Hainardia cylindrica","17"
"yellow wall bedstraw","Galium murale","17"
"ripgut brome","Bromus diandrus var. rigidus","17"
"blessed thistle","Centaurea benedicta","17"
"hoary alyssum","Berteroa incana","17"
"lily of the valley vine","Salpichroa origanifolia","17"
"fragrant waterlily","Nymphaea odorata","17"
"common cornsalad","Valerianella locusta","17"
"broadleaf fleabane","Erigeron sumatrensis","17"
"peach","Prunus persica","17"
"broadleaf glandweed","Parentucellia latifolia","17"
"small burnet","Sanguisorba minor ssp. balearica","16"
"everblooming acacia","Acacia retinodes","16"
"American pokeweed","Phytolacca americana var. americana","16"
"common dandelion","Taraxacum officinale ssp. officinale","16"
"interrupted windgrass","Apera interrupta","16"
"cat (feral)","Felis catus (feral type)","16"
"silkoak","Grevillea robusta","16"
"Chilean rabbitsfoot grass","Polypogon australis","16"
"Melampsora leaf rust","Melampsora laricis-populina","16"
"yellow bush lupine","Lupinus arboreus","16"
"scarlet gaura","Gaura coccinea","15"
"weeping lantana","Lantana montevidensis","15"
"montbretia","Crocosmia x crocosmiiflora","15"
"woolly distaff thistle","Carthamus creticus","15"
"spotted waterhemlock","Cicuta maculata","15"
"twoscale saltbush","Atriplex micrantha","15"
"feather fingergrass","Chloris virgata","15"
"sparrow vetch","Vicia tetrasperma","15"
"green kyllinga","Kyllinga brevifolia","15"
"grazing brome","Bromus catharticus var. elatus","15"
"field sandbur","Cenchrus spinifex","15"
"Callery pear (Bradford pear)","Pyrus calleryana","15"
"giant ragweed","Ambrosia trifida","15"
"Brazilian vervain","Verbena incompta","15"
"mimosa","Albizia julibrissin","15"
"linden aphid","Eucallipterus tiliae","14"
"bladder senna","Colutea arborescens","14"
"crested wheatgrass","Agropyron cristatum ssp. pectinatum","14"
"forest tent caterpillar","Malacosoma disstria","14"
"common knotweed","Polygonum aviculare ssp. aviculare","14"
"Illyrian cottonthistle","Onopordum illyricum","14"
"corn cockle","Agrostemma githago","14"
"hairy sandspurry","Spergularia villosa","14"
"crowfootgrass","Dactyloctenium aegyptium","14"
"Asian kelp","Undaria pinnatifida","14"
"blue lettuce","Lactuca tatarica","14"
"weeping willow","Salix x sepulcralis","14"
"ricefield bulrush","Schoenoplectiella mucronata","14"
"lacy crust  bryozoan","Membranipora membranacea","14"
"high mallow","Malva sylvestris","14"
"Lombardy poplar","Populus nigra","14"
"Phytophthora root disease of Port Orford cedar","Phytophthora lateralis","14"
"woodland forget-me-not","Myosotis sylvatica","14"
"halberdleaf orach","Atriplex patula","13"
"seashore vervain","Verbena litoralis","13"
"water lettuce","Pistia stratiotes","13"
"white mustard","Sinapis alba","13"
"eucalyptus longhorned borer","Phoracantha semipunctata","13"
"yellow alyssum","Alyssum alyssoides","13"
"sweet cherry","Prunus avium","13"
"lanceleaved waterplantain","Alisma lanceolatum","13"
"bristly mallow","Modiola caroliniana","13"
"bank catclaw","Acacia redolens","13"
"mulberryweed","Fatoua villosa","13"
"bittersweet nightshade","Solanum dulcamara","13"
"cutleaf evening-primrose","Oenothera laciniata","13"
"Monterey pine","Pinus radiata","13"
"weeping willow","Salix babylonica","13"
"American searocket","Cakile edentula","13"
"rabbitfoot clover","Trifolium arvense","13"
"prairie sunflower","Helianthus petiolaris","13"
"mouse-ear cress","Arabidopsis thaliana","12"
"multiflora rose","Rosa multiflora","12"
"Chinese pistache","Pistacia chinensis","12"
"white campion","Silene latifolia","12"
"Iberian starthistle","Centaurea iberica","12"
"Nepalese firethorn","Pyracantha crenulata","12"
"Eucalyptus Psyllid","Ctenarytaina eucalypti","12"
"giant foxtail","Setaria faberi","12"
"Arizona cypress","Cupressus arizonica","12"
"leafybract dwarf rush","Juncus capitatus","12"
"Indian mustard","Brassica juncea","12"
"hairy rupturewort","Herniaria hirsuta ssp. cinerea","12"
"purple crown-vetch","Securigera varia","12"
"hardstem bulrush","Schoenoplectus acutus var. acutus","12"
"max chrysanthemum","Leucanthemum maximum","12"
"bitter lettuce","Lactuca virosa","12"
"redbox","Eucalyptus polyanthemos","12"
"common grape hyacinth","Muscari botryoides","12"
"wall barley","Hordeum murinum ssp. murinum","12"
"wavyleaf beeblossom","Oenothera sinuosa","12"
"grass pea","Lathyrus sphaericus","11"
"sudangrass","Sorghum bicolor ssp. drummondii","11"
"common goldenthistle","Scolymus hispanicus","11"
"tall lettuce","Lactuca canadensis","11"
"large-flower primrose-willow","Ludwigia grandiflora","11"
"Douglas-fir dwarf mistletoe","Arceuthobium douglasii","11"
"early wintercress","Barbarea verna","11"
"Asian tiger mosquito","Aedes albopictus","11"
"field mustard","Brassica rapa var. rapa","11"
"cutleaf goosefoot","Dysphania multifida","11"
"birdseye pearlwort","Sagina procumbens","11"
"common gum cistus","Cistus ladanifer","11"
"Japanese netvein hollyfern","Cyrtomium falcatum","11"
"indigobush","Amorpha fruticosa","11"
"largeseed goosefoot","Chenopodium macrospermum","11"
"Mediterranean pine engraver beetle","Orthotomicus erosus","11"
"smooth pigweed","Amaranthus hybridus","11"
"rough barnyardgrass","Echinochloa muricata","11"
"fireweed groundsel","Senecio linearifolius","10"
"German velvetgrass","Holcus mollis","10"
"night jessamine","Cestrum nocturnum","10"
"smooth bedstraw","Galium mollugo","10"
"narrowleaf dock","Rumex stenophyllus","10"
"eucalyptus","Eucalyptus spp.","10"
"ferngrass","Catapodium rigidum","10"
"smooth brome","Bromus inermis ssp. inermis","10"
"English walnut","Juglans regia","10"
"Drummond's beeblossom","Oenothera xenogaura","10"
"buffelgrass","Cenchrus ciliaris","10"
"scarlet spiderling","Boerhavia coccinea","10"
"rocketsalad","Eruca vesicaria ssp. sativa","10"
"doubtful knight's-spur","Consolida ajacis","10"
"showy dewflower","Drosanthemum floribundum","10"
"Virginia-creeper","Parthenocissus quinquefolia","10"
"yellow longhorn","Phoracantha recurva","10"
"black stain root disease","Ophiostoma wageneri","10"
"wild marigold","Tagetes minuta","10"
"banana poka","Passiflora tarminiana","10"
"white garlic","Allium neapolitanum","10"
"pineneedle toadflax","Linaria pinifolia","10"
"garden rocket","Eruca vesicaria","10"
"salvation jane","Echium plantagineum","10"
"melon","Cucumis melo","10"
"narrowleaf bird's-foot trefoil","Lotus tenuis","10"
"panal","Cypselea humifusa","10"
"blue panicum","Panicum antidotale","10"
"ambrosia beetle","Euwallacea spp.","10"
"angled pea","Lathyrus angulatus","10"
"Carolina canarygrass","Phalaris caroliniana","10"
"female fluvellin","Kickxia spuria","10"
"cream narcissus","Narcissus tazetta","10"
"Lamarck's bedstraw","Galium divaricatum","9"
"velezia","Velezia rigida","9"
"threebract loosestrife","Lythrum tribracteatum","9"
"father-and-child plant","Euchiton japonicus","9"
"tiny vetch","Vicia hirsuta","9"
"golden bamboo","Phyllostachys aurea","9"
"brown knapweed","Centaurea jacea","9"
"California privet","Ligustrum ovalifolium","9"
"Venice mallow","Hibiscus trionum","9"
"loquat","Eriobotrya japonica","9"
"annual silver hairgrass","Aira elegans","9"
"slender false garlic","Nothoscordum gracile","9"
"annual ragweed","Ambrosia artemisiifolia var. elatior","9"
"American frogbit","Limnobium spongia","9"
"European centaury","Centaurium erythraea","9"
"corndaisy","Glebionis segetum","9"
"fineleaf fumitory","Fumaria parviflora","9"
"French lavender","Lavandula stoechas","9"
"goldspotted oak borer","Agrilus coxalis auroguttatus","9"
"gooseberry geranium","Pelargonium grossularioides","9"
"Italian stone pine","Pinus pinea","9"
"Japanese dodder","Cuscuta japonica","9"
"Elaeagnus","Elaeagnus spp.","8"
"tall buttercup","Ranunculus acris","8"
"sowthistle","Sonchus","8"
"ivyleaf speedwell","Veronica hederifolia","8"
"African mustard","Strigosella africana","8"
"swamp morning-glory","Ipomoea aquatica","8"
"scarlet firethorn","Pyracantha coccinea","8"
"grassy naiad","Najas graminea","8"
"Chilean gunnera","Gunnera tinctoria","8"
"sugarcane aphid","Melanaphis sacchari","8"
"summer snowflake","Leucojum aestivum","8"
"ovate goatgrass","Aegilops geniculata","8"
"pickerelweed","Pontederia cordata","8"
"sessilefruit arrowhead","Sagittaria rigida","8"
"blue morning-glory","Ipomoea indica","8"
"Moroccan toadflax","Linaria maroccana","8"
"absinth wormwood","Artemisia absinthium","8"
"forked nightshade","Solanum furcatum","8"
"childing pink","Petrorhagia prolifera","8"
"European heliotrope","Heliotropium europaeum","8"
"orangeberry nightshade","Solanum lanceolatum","8"
"foxtail pricklegrass","Crypsis alopecuroides","8"
"pansy","Viola tricolor","8"
"corn chamomile","Anthemis arvensis","8"
"Hillman's panicgrass","Panicum hillmanii","8"
"hairy rupturewort","Herniaria hirsuta ssp. hirsuta","8"
"barbwire Russian thistle","Salsola gobicola","8"
"northwestern mannagrass","Glyceria x occidentalis","8"
"windowbox woodsorrel","Oxalis articulata ssp. rubra","8"
"opium poppy","Papaver somniferum","8"
"European field elm","Ulmus minor","8"
"dames rocket","Hesperis matronalis","8"
"common comfrey","Symphytum officinale","8"
"tropical creeping cudweed","Euchiton sphaericus","7"
"winged pigweed","Cycloloma atriplicifolium","7"
"Mexican palo-verde","Parkinsonia aculeata","7"
"finestem needlegrass","Nassella tenuissima","7"
"smallseed alfalfa dodder","Cuscuta approximata","7"
"turnipweed","Rapistrum rugosum","7"
"bottlebrush","Callistemon viminalis","7"
"drug fumitory","Fumaria officinalis","7"
"common stock","Matthiola incana","7"
"ram's horn","Proboscidea louisianica ssp. louisianica","7"
"bull cottonthistle","Onopordum tauricum","7"
"hawkbit","Leontodon saxatilis ssp. rothii","7"
"corn gromwell","Buglossoides arvensis","7"
"black vine weevil","Otiorhynchus sulcatus","7"
"white leadtree","Leucaena leucocephala","7"
"geranium core-core","Geranium core-core","7"
"corn poppy","Papaver rhoeas","7"
"Mediterranean lovegrass","Eragrostis barrelieri","7"
"weeping alkaligrass","Puccinellia distans","7"
"goldenrain tree","Koelreuteria paniculata","7"
"Aaron's beard","Hypericum calycinum","7"
"gulf cockspur","Echinochloa crus-pavonis","7"
"sicklepod","Senna obtusifolia","7"
"European hawksbeard","Crepis vesicaria","7"
"redhaired pine bark beetle, goldenhaired bark beetle","Hylurgus ligniperda","7"
"large-flower primrose-willow","Ludwigia grandiflora ssp. grandiflora","7"
"sand plantain","Plantago arenaria","7"
"narrowleaf crucianella","Crucianella angustifolia","7"
"roundleaf geranium","Geranium rotundifolium","7"
"Indian toothcup","Rotala indica","6"
"northern catalpa","Catalpa speciosa","6"
"golden crownbeard","Verbesina encelioides ssp. exauriculata","6"
"wandering cudweed","Gamochaeta pensylvanica","6"
"privet","Ligustrum spp.","6"
"klamathweed","Hypericum perforatum ssp. perforatum","6"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","6"
"water mint","Mentha aquatica","6"
"narrowleaf hawksbeard","Crepis tectorum","6"
"giantseed goosefoot","Chenopodium simplex","6"
"freshwater golden clam","Corbicula fluminea","6"
"woodland bittercress","Cardamine flexuosa","6"
"nimblewill","Muhlenbergia schreberi","6"
"acacia","Acacia spp.","6"
"matrimony vine","Lycium barbarum","6"
"stinking goosefoot","Chenopodium vulvaria","6"
"Mt. Atlas mastic tree","Pistacia atlantica","6"
"African sumac","Searsia lancea","6"
"Oriental fruit moth","Grapholita molesta","6"
"toothpick ammi","Ammi visnaga","6"
"featherleaf pepperweed","Lepidium pinnatifidum","6"
"annual vernalgrass","Anthoxanthum aristatum","6"
"plains coreopsis","Coreopsis tinctoria","6"
"yellow unicorn-plant","Ibicella lutea","6"
"black sand spikerush","Eleocharis pachycarpa","6"
"black wattle","Acacia mearnsii","6"
"New Zealand geranium","Geranium retrorsum","6"
"bushy knotweed","Polygonum ramosissimum","6"
"silver beardgrass","Bothriochloa laguroides","6"
"blue and white daisybush","Osteospermum ecklonis","6"
"basil downy mildew","Peronospora belbahrii","6"
"branched broomrape","Phelipanche ramosa","6"
"St. John's bread","Ceratonia siliqua","6"
"bristleleaf bulrush","Isolepis setacea","6"
"American century plant","Agave americana","6"
"camphortree","Cinnamomum camphora","6"
"tree mallow","Malva arborea","6"
"dill daisy","Argyranthemum foeniculaceum","6"
"aleppo pine","Pinus halepensis","6"
"fernleaf yarrow","Achillea filipendulina","6"
"watermilfoil","Myriophyllum spp.","6"
"spurred anoda","Anoda cristata","6"
"apple-of-Peru","Nicandra physalodes","6"
"foxtail barley","Hordeum jubatum","6"
"baby sun rose","Aptenia cordifolia","6"
"wild mustard","Sinapis arvensis ssp. arvensis","6"
"banded elm bark beetle","Scolytus schevyrewi","6"
"mugwort","Artemisia vulgaris","6"
"common selfheal","Prunella vulgaris ssp. vulgaris","6"
"Wisconsin weeping willow","Salix x pendulina","6"
"fall panicgrass","Panicum dichotomiflorum var. dichotomiflorum","6"
"pin rush","Juncus usitatus","6"
"smallflower geranium","Geranium pusillum","6"
"prickly Moses","Acacia verticillata","6"
"sago pondweed","Stuckenia pectinata","6"
"red imported fire ant","Solenopsis invicta","6"
"toothed dock","Rumex dentatus","6"
"rhodesgrass","Chloris gayana","6"
"tall waterhemp","Amaranthus tuberculatus","6"
"Monnier waterhyssop","Bacopa monnieri","5"
"tree spurge","Euphorbia dendroides","5"
"rough fleabane","Erigeron strigosus","5"
"velvet mesquite","Prosopis velutina","5"
"monochoria","Monochoria vaginalis","5"
"yellow hairgrass","Aira praecox","5"
"sand rocket","Diplotaxis muralis","5"
"swainsonpea","Sphaerophysa salsula","5"
"mother of thousands","Soleirolia soleirolii","5"
"smooth penstemon","Penstemon subglaber","5"
"Siberian melicgrass","Melica altissima","5"
"silver senna","Senna artemisioides","5"
"Mexican waterlily","Nymphaea mexicana","5"
"showy evening-primrose","Oenothera speciosa","5"
"sugargum","Eucalyptus cladocalyx","5"
"rice flatsedge","Cyperus iria","5"
"lilac chastetree","Vitex agnus-castus","5"
"bahiagrass","Paspalum notatum","5"
"stiffleaf cheesewood","Pittosporum crassifolium","5"
"clasping heliotrope","Heliotropium amplexicaule","5"
"perennial ryegrass","Lolium perenne ssp. perenne","5"
"Chinese firethorn","Pyracantha fortuneana","5"
"slender meadow foxtail","Alopecurus myosuroides","5"
"Carolina fanwort, fanwort","Cabomba caroliniana","5"
"cypress spurge","Euphorbia cyparissias","5"
"bur bristlegrass","Setaria adhaerens","5"
"spruce bud scale","Physokermes piceae","5"
"","Choristoneura occidentalis","5"
"carrotwood","Cupaniopsis anacardioides","5"
"dwarf St. Johnswort","Hypericum mutilum","5"
"southern crabgrass","Digitaria ciliaris","5"
"broomsedge bluestem","Andropogon virginicus var. virginicus","5"
"cherry laurel","Prunus laurocerasus","5"
"red goosefoot","Chenopodium rubrum","5"
"disc waterhyssop","Bacopa rotundifolia","5"
"milkthistle","Silybum","5"
"chickpea milkvetch, cicer milkvetch","Astragalus cicer","5"
"rice","Oryza sativa","5"
"crimson bottlebrush","Callistemon citrinus","5"
"low goosefoot","Chenopodium chenopodioides","5"
"bushy wallflower","Erysimum repandum","5"
"oakleaf goosefoot","Chenopodium glaucum","5"
"bridal broom","Retama monosperma","5"
"longstalk cranesbill","Geranium columbinum","5"
"yellow bedstraw","Galium verum","5"
"ground spurge","Chamaesyce prostrata","5"
"broadleaf cottonrose","Filago pyramidata","5"
"garden cosmos","Cosmos bipinnatus","5"
"prairie cupgrass","Eriochloa contracta","5"
"humped bladderwort","Utricularia gibba","5"
"banana passionflower","Passiflora tripartita var. mollissima","5"
"spatulaleaf loosestrife","Lythrum portula","5"
"harestail grass","Lagurus ovatus","5"
"slender speedwell","Veronica filiformis","5"
"European vervain","Verbena officinalis","5"
"maiden pink","Dianthus deltoides","5"
"paleseed plantain","Plantago virginica","5"
"multilined hammerhead worm","Diversibipalium multilineatum","5"
"hairy buttercup","Ranunculus sardous","4"
"princess-feather","Persicaria orientalis","4"
"jagged chickweed","Holosteum umbellatum ssp. umbellatum","4"
"jumping worm","Amynthas spp.","4"
"green wattle","Acacia decurrens","4"
"sacred bamboo","Nandina domestica","4"
"German iris","Iris germanica","4"
"evergreen bugloss","Pentaglottis sempervirens","4"
"Japanese cheesewood","Pittosporum tobira","4"
"safflower","Carthamus tinctorius","4"
"lesser hawkbit","Leontodon taraxacoides ssp. taraxacoides","4"
"Etruscan honeysuckle","Lonicera etrusca","4"
"knotted clover","Trifolium striatum","4"
"umbrella spurry","Holosteum umbellatum","4"
"Latin American fleabane","Erigeron karvinskianus","4"
"glandular senna","Senna multiglandulosa","4"
"Japanese privet","Ligustrum japonicum","4"
"velvetleaf gaura","Oenothera curtiflora","4"
"Mediterranean cabbage","Brassica fruticulosa","4"
"fire ants","Solenopsis spp.","4"
"Norway maple aphid","Periphyllus lyropictus","4"
"thymeleaf sandwort","Arenaria serpyllifolia var. serpyllifolia","4"
"annual fleabane","Erigeron annuus","4"
"beaked hawksbeard","Crepis vesicaria ssp. taraxacifolia","4"
"plum","Prunus domestica","4"
"strawberry tree","Arbutus unedo","4"
"common bugloss","Anchusa officinalis","4"
"American mannagrass","Glyceria grandis var. grandis","4"
"red ironbark","Eucalyptus sideroxylon","4"
"Tatarian honeysuckle","Lonicera tatarica","4"
"European speedwell","Veronica beccabunga","4"
"alyssum","Alyssum simplex","4"
"rapeseed","Brassica napus","4"
"zonal geranium","Pelargonium x hortorum","4"
"Rankmagriet","Dimorphotheca fruticosa","4"
"Cupid's-shaving-brush","Emilia fosbergii","4"
"prickly goldenfleece","Urospermum picroides","4"
"Cape leadwort","Plumbago auriculata","4"
"seashore paspalum","Paspalum vaginatum","4"
"corn buttercup","Ranunculus arvensis","4"
"Missouri pigweed","Chenopodium missouriense","4"
"biennial lettuce","Lactuca biennis","4"
"summer pheasant's eye","Adonis aestivalis","4"
"common lilac","Syringa vulgaris","4"
"nightflowering catchfly","Silene noctiflora","4"
"Deptford pink","Dianthus armeria ssp. armeria","4"
"strawberry root weevil","Otiorhynchus ovatus","4"
"daffodil","Narcissus pseudonarcissus","4"
"creeping yellow loosestrife, creeping Jenny","Lysimachia nummularia","4"
"Dutch elm disease (novi-ulmi)","Ophiostoma novo-ulmi","4"
"tumble windmillgrass","Chloris verticillata","4"
"star-of-Bethlehem","Ornithogalum umbellatum","4"
"Chinese thorn-apple","Datura quercifolia","4"
"forage kochia","Bassia prostrata","4"
"threelobe morning-glory","Ipomoea triloba","4"
"waxy saltbush","Atriplex glauca","4"
"arrow bamboo","Pseudosasa japonica","4"
"common periwinkle","Vinca minor","4"
"threespike goosegrass","Eleusine tristachya","4"
"red amaranth","Amaranthus cruentus","4"
"beaked mock vervain","Glandularia quandrangulata","4"
"Pennsylvania blackberry","Rubus pensilvanicus","4"
"Western Australian floodedgum","Eucalyptus rudis","4"
"paperwhite narcissus","Narcissus papyraceus","4"
"San Jose scale","Comstockaspis perniciosa","4"
"greater ammi","Ammi majus","4"
"sainfoin","Onobrychis viciifolia","4"
"Parish's poppy","Eschscholzia parishii","4"
"rough peavine","Lathyrus hirsutus","4"
"Mahaleb cherry","Prunus mahaleb","4"
"sterile oat","Avena sterilis","4"
"yellow fieldcress","Rorippa sylvestris","4"
"sulphur knapweed","Centaurea sulphurea","4"
"threadstem carpetweed","Mollugo cerviana","4"
"tropical needlegrass","Nassella manicata","4"
"weld","Reseda luteola","4"
"wallflower mustard","Erysimum cheiranthoides","4"
"yellow bluestem","Bothriochloa ischaemum","4"
"fringed rue","Ruta chalepensis","3"
"yellow foxtail","Setaria pumila ssp. pumila","3"
"Pennsylvania smartweed","Persicaria pensylvanica","3"
"yellow floating heart","Nymphoides peltata","3"
"Hardee peppertree","Schinus polygama","3"
"tree aenium","Aeonium arboreum","3"
"pig's ear","Cotyledon orbiculata","3"
"wild marjoram","Origanum vulgare","3"
"goldenrain tree","Koelreuteria bipinnata","3"
"Tasmanian wallaby grass","Rytidosperma biannulare","3"
"pitted morning-glory","Ipomoea lacunosa","3"
"water hyacinth","Eichhornia spp.","3"
"Phytophthora root rot","Phytophthora cinnamomi","3"
"star-mustard","Coincya monensis","3"
"silver maple","Acer saccharinum","3"
"upright prairie coneflower","Ratibida columnifera","3"
"okie bean","Dipogon lignosus","3"
"stork's bill","Erodium spp.","3"
"sandhills amaranth","Amaranthus arenicola","3"
"strawberry blite","Blitum hastatum","3"
"La Plata sandspurry","Spergularia platensis","3"
"swamp saltbush","Atriplex amnicola","3"
"San Francisco nailwort","Paronychia franciscana","3"
"smallflower buttercup","Ranunculus parviflorus","3"
"mute swan","Cygnus olor","3"
"sweetgum","Liquidambar styraciflua","3"
"white satin moth","Leucoma salicis","3"
"sacred thorn-apple","Datura wrightii","3"
"common hop","Humulus lupulus","3"
"spotted rock-rose","Tuberaria guttata","3"
"sun spurge","Euphorbia helioscopia","3"
"Balfour's touch-me-not","Impatiens balfourii","3"
"foxtail restharrow","Ononis alopecuroides","3"
"spruce aphid","Elatobium abietinum","3"
"snapdragon","Antirrhinum majus","3"
"balsam woolly aphid","Dreyfusia piceae","3"
"bigpod sesbania","Sesbania herbacea","3"
"rough cinquefoil","Potentilla norvegica","3"
"Cockerell's mistletoe","Phoradendron macrophyllum ssp. cockerellii","3"
"common jujube","Ziziphus zizyphus","3"
"barrel medick","Medicago truncatula","3"
"round pricklyhead poppy","Papaver hybridum","3"
"Cape honeysuckle","Tecoma capensis","3"
"flatpod peavine","Lathyrus cicera","3"
"black knapweed","Centaurea nigra","3"
"smooth yellow vetch","Vicia lutea","3"
"Cairo morning-glory","Ipomoea cairica","3"
"eucalyptus weevil","Gonipterus scutellatus","3"
"African finger millet","Eleusine coracana ssp. africana","3"
"Rocky Mountain goosefoot","Chenopodium salinum","3"
"big trefoil","Lotus pedunculatus","3"
"Mexican brassbuttons","Cotula mexicana","3"
"annual mercury","Mercurialis annua","3"
"redpurple ragwort","Senecio elegans","3"
"grapeleaf geranium","Pelargonium vitifolium","3"
"London planetree","Platanus x hispanica (occidentalis × orientalis)","3"
"buckwheat","Fagopyrum esculentum","3"
"European umbrella milkwort","Tolpis barbata","3"
"greater swinecress","Lepidium coronopus","3"
"madeiravine","Anredera cordifolia","3"
"yellow-spine thistle","Cirsium ochrocentrum var. ochrocentrum","3"
"dusty miller","Centaurea cineraria","3"
"honeylocust","Gleditsia triacanthos","3"
"maidenhair vine","Muehlenbeckia complexa","3"
"strict forget-me-not","Myosotis stricta","3"
"Chinese silvergrass","Miscanthus sinensis","3"
"eucalyptus psyllid","Blastopsylla occidentalis","3"
"orange wattle","Acacia saligna","3"
"Texas sedge","Carex texensis","3"
"coast sand-spurrey","Spergularia media","3"
"European mountain-ash","Sorbus aucuparia","3"
"Japanese morning-glory","Ipomoea nil","3"
"white cockle","Silene latifolia ssp. alba","3"
"common viper's bugloss, blueweed","Echium vulgare","3"
"duck-lettuce","Ottelia alismoides","3"
