"Common Name","Scientific Name","Number of Records"
"leafy goosefoot","Chenopodium foliosum","3"
"wall rocket","Diplotaxis tenuifolia","3"
"apple-mint","Mentha x villosa","3"
"dwarf alyssum","Alyssum desertorum","3"
"gallant soldier","Galinsoga parviflora var. parviflora","3"
"slender sowthistle","Sonchus tenerrimus","3"
"African senna","Senna didymobotrya","3"
"formosa firethorn","Pyracantha koidzumii","3"
"fountaingrass","Pennisetum spp.","3"
"spiny holdback","Caesalpinia spinosa","3"
"Australian-pine","Casuarina equisetifolia","3"
"lambsquarters","Chenopodium album var. album","3"
"Austrian fieldcress","Rorippa austriaca","3"
"seaside delosperma","Delosperma litorale","3"
"Asian waterwort","Elatine ambigua","3"
"Madagascar periwinkle","Catharanthus roseus","3"
"broom","Cytisus","3"
"showy baby's-breath","Gypsophila elegans","3"
"calico scale","Eulecanium cerasorum","3"
"jade plant","Crassula ovata","3"
"mauve honey myrtle","Melaleuca nesophila","3"
"Palmer amaranth","Amaranthus palmeri","3"
"longleaf groundcherry","Physalis longifolia","3"
"mat chaff-flower","Alternanthera caracasana","3"
"late barnyard grass","Echinochloa oryzicola","3"
"Mediterranean rocket","Sisymbrium erysimoides","3"
"livid amaranth","Amaranthus blitum","3"
"Mediterranean saltwort","Salsola vermiculata","3"
"gooseberry gourd","Cucumis myriocarpus","3"
"finger millet","Eleusine coracana","3"
"hemp sesbania","Sesbania exaltata","3"
"hedge maple","Acer campestre","3"
"showy goldeneye","Heliomeris multiflora var. multiflora","2"
"foxtail millet","Setaria italica","2"
"manna gum","Eucalyptus viminalis","2"
"hop clover","Trifolium aureum","2"
"Siberian peashrub","Caragana arborescens","2"
"grassland sedge","Carex divulsa","2"
"Mexican pokeweed","Phytolacca heterotepala","2"
"Italian bugloss","Anchusa azurea","2"
"silver beardgrass","Bothriochloa laguroides ssp. torreyana","2"
"grassland sedge","Carex divulsa ssp. divulsa","2"
"mountain ebony","Bauhinia variegata","2"
"garden catchfly","Silene armeria","2"
"seaside alkaligrass","Puccinellia maritima","2"
"guineagrass","Megathyrsus maximus","2"
"Mueller's saltbush","Atriplex muelleri","2"
"Florida betony","Stachys floridana","2"
"Sprenger's asparagus fern","Asparagus aethiopicus","2"
"holly oak","Quercus ilex","2"
"lemonscented gum","Corymbia citriodora","2"
"Forbestown rush","Juncus cyperoides","2"
"poinsettia","Euphorbia pulcherrima","2"
"horsebean","Vicia faba","2"
"ladder brake","Pteris vittata","2"
"garden orach","Atriplex hortensis","2"
"purpleanther field pepperweed","Lepidium heterophyllum","2"
"Hungarian vetch","Vicia pannonica","2"
"little starwort","Stellaria graminea","2"
"garden spurge","Chamaesyce hirta","2"
"purpleosier willow","Salix purpurea","2"
"hairy rockrose","Cistus incanus ssp. incanus","2"
"lamp rush","Juncus effusus var. solutus","2"
"gray everlasting","Gamochaeta coarctata","2"
"violetflower petunia","Petunia integrifolia","2"
"little lovegrass","Eragrostis minor","2"
"large white petunia","Petunia axillaris","2"
"mayweed, scentless chamomile","Tripleurospermum inodorum","2"
"warty caltrop","Kallstroemia parviflora","2"
"lilac tasselflower","Emilia sonchifolia var. sonchifolia","2"
"Italian hawksbeard","Crepis bursifolia","2"
"Norway maple","Acer platanoides","2"
"wild four-o'clock","Mirabilis nyctaginea","2"
"itchgrass","Rottboellia cochinchinensis","2"
"European sticktight","Lappula squarrosa","2"
"oat","Avena spp.","2"
"thatching grass","Hyparrhenia hirta","2"
"peppertree","Schinus","2"
"European mistletoe","Viscum album","2"
"orange hawkweed","Pilosella aurantiaca","2"
"Texas bluegrass","Poa arachnifera","2"
"pig's ear","Cotyledon orbiculata var. oblongata","2"
"hogpotato","Hoffmannseggia glauca","2"
"polypogon grass","Polypogon imberbis","2"
"tree stonecrop","Sedum dendroideum","2"
"queen palm","Syagrus romanzoffiana","2"
"Haworth's aeonium","Aeonium haworthii","2"
"brome","Bromus alopecuros ssp. caroli-henrici","2"
"sweet acacia","Acacia farnesiana","2"
"ramtilla","Guizotia abyssinica","2"
"garden baby's-breath","Gypsophila scorzonerifolia","2"
"bear's breech","Acanthus mollis","2"
"sweet autumn virginsbower","Clematis terniflora","2"
"robust horsenettle","Solanum dimidiatum","2"
"Black dog-strangling vine, black swallowwort","Vincetoxicum nigrum","2"
"bighead carp","Hypophthalmichthys nobilis","2"
"springstar","Tristagma uniflorum","2"
"Long's sedge","Carex longii","2"
"Brazilian peppertree","Schinus terebinthifolia var. raddiana","2"
"blanketflower","Gaillardia aristata","2"
"wood bluegrass","Poa nemoralis","2"
"Mediterrean hackberry","Celtis australis","2"
"bristly locust","Robinia hispida","2"
"Arabian pea","Bituminaria bituminosa","2"
"carpetgrass","Axonopus fissifolius","2"
"Mexican tulip poppy","Hunnemannia fumariifolia","2"
"African olive","Olea europaea ssp. cuspidata","2"
"apple mint","Mentha suaveolens","2"
"Canary Island geranium","Geranium palmatum","2"
"Morocco knapweed","Volutaria muricata","2"
"African bristlegrass","Setaria sphacelata","2"
"common persimmon","Diospyros virginiana","2"
"Argentine ant","Linepithema humile","2"
"navel orangeworm","Amyelois transitella","2"
"Australasian geranium","Geranium homeanum","2"
"Chinese hackberry","Celtis sinensis","2"
"black stain root disease","Leptographium wageneri var. pseudotsugae","2"
"escabon","Chamaecytisus prolifera","2"
"avocado","Persea americana","2"
"Chilean plantain","Plantago firma","2"
"early watergrass","Echinochloa oryzoides","2"
"ducksalad","Heteranthera limosa","2"
"catchweed","Asperugo procumbens","2"
"dock","Rumex spp.","2"
"dusky dogfennel","Chamaemelum fuscatum","2"
"David's spurge","Euphorbia davidii","2"
"bur beggarticks","Bidens tripartita","2"
"European stinging nettle","Urtica dioica ssp. dioica","2"
"elephant grass","Cenchrus purpureus","2"
"African daisy","Arctotis venusta","2"
"clusterflower","Flaveria trinervia","2"
"creeping mirrorplant","Coprosma repens","2"
"elm leaf beetle","Xanthogaleruca luteola","2"
"Asiatic hawksbeard","Youngia japonica","2"
"dodder (nonnative)","Cuscuta spp.","2"
"redstem stork's bill","Erodium cicutarium ssp. cicutarium","2"
"endive daisy","Rhagadiolus stellatus","2"
"angel's-wings","Opuntia microdasys","2"
"downy groundcherry","Physalis pubescens","2"
"Punjab fig","Ficus palmata","2"
"cork oak","Quercus suber","2"
"bristly speargrass","Piptochaetium setosum","2"
"Deodar cedar","Cedrus deodara","2"
"purple amaranth","Amaranthus blitum ssp. emarginatus","2"
"common rush","Juncus effusus var. effusus","2"
"broadleaf rush","Juncus planifolius","2"
"cordgrass hybrid","Spartina foliosa x alterniflora","2"
"purple speargrass","Piptochaetium stipoides","2"
"Chilean plantain","Plantago truncata","2"
"common carp","Cyprinus carpio","2"
"cudweed","Gnaphalium calviceps","2"
"Simons' cotoneaster","Cotoneaster simonsii","2"
"myrtle spurge","Euphorbia myrsinites","2"
"cinquefoil geranium","Geranium potentilloides","2"
"creeping cudweed","Euchiton gymnocephalus","2"
"slender amaranth","Amaranthus viridis","2"
"mimosa webworm","Homadaula anisocentra","2"
"Canary broom","Genista canariensis","2"
"crested dogtailgrass","Cynosurus cristatus","2"
"slender snakecotton","Froelichia gracilis","2"
"lavender cotton","Santolina chamaecyparissus","2"
"bulbous bluegrass","Poa bulbosa ssp. vivipara","2"
"spiny amaranth","Amaranthus spinosus","2"
"rose evening primrose","Oenothera rosea","2"
"meadow knapweed","Centaurea x moncktonii","2"
"bulbous buttercup","Ranunculus bulbosus","2"
"whiteflower kurrajong","Brachychiton populneum","2"
"saltmeadow rush","Juncus gerardii","2"
"meadow sage","Salvia pratensis","2"
"butterflybush","Buddleja spp.","2"
"shortspike canarygrass","Phalaris brachystachys","2"
"St. Johnswort","Hypericum spp.","2"
"Mediterranean medick","Medicago praecox","2"
"shortstalk false bindweed","Calystegia silvatica","2"
"prickly Russian thistle","Salsola ryanii","2"
"sticky nightshade","Solanum sisymbriifolium","2"
"pangolagrass","Digitaria eriantha","2"
"slimpod rush","Juncus diffusissimus","2"
"yellow mignonette","Reseda lutea","2"
"stinking iris","Iris foetidissima","2"
"panicled onion","Allium paniculatum","2"
"toothed spurge","Euphorbia dentata","2"
"Owan's flatsedge","Cyperus owanii","2"
"southern meadow sage","Salvia virgata","2"
"pine echium","Echium pininana","2"
"torpedograss","Panicum repens","2"
"pecan","Carya illinoinensis","2"
"tungoil tree","Vernicia fordii","2"
"golden lungwort","Hieracium murorum","2"
"yellow flatsedge","Cyperus flavescens","2"
"herb of Gilead","Cedronella canariensis","2"
"yellow archangel","Lamium galeobdolon","2"
"green cockscomb","Sedum praealtum","2"
"yellow hornpoppy","Glaucium flavum","2"
"Kerner's dock","Rumex kerneri","2"
"weak bluegrass","Poa infirma","2"
"knob sedge","Carex inversa","2"
"woodland calamint","Calamintha sylvatica","1"
"yellow crabgrass","Digitaria fuscescens","1"
"white stonecrop","Sedum album","1"
"Kennedy's bentgrass","Agrostis tandilensis","1"
"winged elm","Ulmus alata","1"
"zigzag bladderwort","Utricularia subulata","1"
"wine raspberry","Rubus phoenicolasius","1"
"kangaroo grass","Themeda quadrivalvis","1"
"wheel cactus","Opuntia robusta","1"
"yellow pea","Lathyrus aphaca","1"
"watersprite","Ceratopteris thalictroides","1"
"husk tomato","Physalis pubescens var. integrifolia","1"
"tuberous vervain","Verbena rigida","1"
"Portugal laurel","Prunus lusitanica","1"
"Virginia opossum","Didelphis virginiana","1"
"Indiantree spurge","Euphorbia tirucalli","1"
"Venus penstemon","Penstemon venustus","1"
"shrubby germander","Teucrium fruticans","1"
"water fern","Salvinia minima","1"
"maiden pink","Dianthus deltoides ssp. deltoides","1"
"turtleweed","Batis maritima","1"
"slender bird's-foot trefoil","Lotus angustissimus","1"
"three-lined land planarian","Bipalium pennsylvanicum","1"
"manyseeded goosefoot","Chenopodium polyspermum","1"
"tree aeonium","Aeonium arboreum var. arboreum","1"
"rough jointgrass","Aeschynomene rudis","1"
"trumpet creeper","Campsis radicans","1"
"Mauritanian grass","Ampelodesmos mauritanicus","1"
"Tifton burclover","Medicago rigidula","1"
"sacred datura","Datura inoxia","1"
"tiny flat-sedge","Isolepis levynsiana","1"
"laurustinus","Viburnum tinus","1"
"sulphur cosmos","Cosmos sulphureus","1"
"rigid ryegrass","Lolium rigidum","1"
"tipa","Tipuana tipu","1"
"lesser shepherdscress","Teesdalia coronopifolia","1"
"sweet-amber","Hypericum androsaemum","1"
"Rocky Mountain beeplant","Cleome serrulata","1"
"South American tobacco","Nicotiana sylvestris","1"
"green iguana","Iguana iguana","1"
"sweetwilliam","Dianthus barbatus","1"
"Roman chamomile","Chamaemelum nobile","1"
"switchgrass","Panicum virgatum","1"
"glossy buckthorn","Frangula alnus","1"
"spreading sweetjuice","Glinus radiatus","1"
"reflexed sedge","Carex retroflexa","1"
"swamp smartweed","Persicaria hydropiperoides","1"
"golden chamomile","Cota tinctoria","1"
"spring vetch","Vicia lathyroides","1"
"wallaby grass","Rytidosperma racemosum","1"
"streambank bulrush","Schoenoplectus triqueter","1"
"Fuller's teasel","Dipsacus fullonum ssp. fullonum","1"
"small bugloss","Anchusa arvensis","1"
"tropical soda apple","Solanum viarum","1"
"salvia cistus","Cistus salviifolius","1"
"garden hyacinth","Hyacinthus orientalis","1"
"silverleaf mountain gum","Eucalyptus pulverulenta","1"
"tropic ageratum","Ageratum conyzoides","1"
"shortbeak arrowhead","Sagittaria brevirostra","1"
"Geraldton wax","Chamelaucium uncinatum","1"
"slender fringerush","Fimbristylis autumnalis","1"
"upright chickweed","Moenchia erecta","1"
"shortstalk false bindweed","Calystegia silvatica ssp. disjuncta","1"
"horehound","Ballota spp.","1"
"smallspike false nettle","Boehmeria cylindrica","1"
"upright chickweed","Moenchia erecta ssp. erecta","1"
"roundleaf mudplantain","Heteranthera rotundifolia","1"
"heath false brome","Brachypodium pinnatum","1"
"Smith's mint","Mentha x smithiana","1"
"Uruguayan fountaingrass","Pennisetum latifolium","1"
"Russian sage","Perovskia atriplicifolia","1"
"pink hibiscus mealybug","Maconellicoccus hirsutus","1"
"small matweed","Guilleminea densa var. aggregata","1"
"southern magnolia","Magnolia grandiflora","1"
"snail medick","Medicago scutellata","1"
"Palleikiviuhko","Limonium brassicifolium","1"
"Spanish moss","Tillandsia usneoides","1"
"Solander's geranium","Geranium solanderi","1"
"purple woodsorrel","Oxalis purpurea","1"
"oat","Avena sativa","1"
"showy mullein","Verbascum speciosum","1"
"Solenopsis invicta virus-1","Aparavirus SIV-1","1"
"prairie thistle","Cirsium canescens","1"
"nodding clover","Trifolium cernuum","1"
"shepherd's cress","Teesdalia nudicaulis","1"
"small matweed","Guilleminea densa","1"
"pygmyweed","Crassula tetragona","1"
"Mediterranean crownvetch","Coronilla valentina","1"
"rose scented geranium","Pelargonium capitatum","1"
"sweet acacia","Vachellia farnesiana var. farnesiana","1"
"quince","Cydonia oblonga","1"
"microsporidia protozoa","Kneallhazia solenopsae","1"
"California mugwort","Artemisia douglasiana","1"
"sweet acacia","Vachellia farnesiana var. minuta","1"
"redtop panicum","Panicum rigidulum","1"
"linearleaf snapdragon","Misopates orontium","1"
"Capetown grass","Tribolium obliterum","1"
"sticky oxeye","Heteranthemis viscidehirta","1"
"rock tickseed","Coreopsis wrightii","1"
"Chinese juniper","Juniperus chinensis","1"
"comfrey","Symphytum x uplandicum","1"
"star-mustard","Coincya monensis ssp. recurvata","1"
"creeping saxifrage","Saxifraga stolonifera","1"
"colocynth","Citrullus colocynthis","1"
"common asparagus fern","Asparagus setaceus","1"
"Taiwanese photinia","Photinia serratifolia","1"
"Cretan bryony","Bryonia dioica","1"
"common heathgrass","Danthonia decumbens","1"
"common bird's-foot","Ornithopus sativus","1"
"tawhiwhi","Pittosporum tenuifolium","1"
"cotoneaster","Cotoneaster spp.","1"
"Cretan brake","Pteris cretica","1"
"common boa","Boa constrictor","1"
"teasel clover","Trifolium retusum","1"
"desert cudweed","Gamochaeta stagnalis","1"
"false diamondflower","Ionopsidium acaule","1"
"chufa flatsedge","Cyperus esculentus var. leptostachyus","1"
"common wild sorghum","Sorghum bicolor ssp. arundinaceum","1"
"cutleaf groundcherry","Physalis lanceifolia","1"
"cypressvine morning-glory","Ipomoea quamoclit","1"
"churchmouse threeawn","Aristida dichotoma","1"
"clovenlip toadflax","Linaria bipartita","1"
"European privet","Ligustrum vulgare","1"
"French flax","Linum trigynum","1"
"Chilean wormseed","Dysphania chilensis","1"
"common evening-primrose","Oenothera biennis","1"
"dopatrium","Dopatrium junceum","1"
"fringed centipede grass","Eremochloa ciliaris","1"
"brush cherry","Syzygium paniculatum","1"
"common chickweed","Stellaria neglecta","1"
"erect seaberry","Haloragis erecta","1"
"figleaf gourd","Cucurbita ficifolia","1"
"bluecrown passionflower","Passiflora caerulea","1"
"common hempnettle","Galeopsis tetrahit","1"
"Chinese fleecevine","Fallopia baldschuanica","1"
"fetid marigold","Dyssodia papposa","1"
"annual mallow","Lavatera trimestris","1"
"common ragwort","Pericallis hybrida","1"
"Caracus wigandia","Wigandia urens var. caracasana","1"
"eucalyptus","Eucalyptus conferruminata","1"
"American basswood","Tilia americana","1"
"Canterbury bells","Campanula medium","1"
"common rue","Ruta graveolens","1"
"arrowleaf clover","Trifolium vesiculosum","1"
"arrowleaf sida","Sida rhombifolia","1"
"Caracus wigandia","Wigandia urens","1"
"cone catchfly","Silene conoidea","1"
"African plume","Bauhinia galpinii","1"
"ball python","Python regius","1"
"Argentine screwbean","Prosopis strombulifera","1"
"aboriginal saltbush","Atriplex vesicaria","1"
"African boxthorn","Lycium ferocissimum","1"
"Bahaman aster","Symphyotrichum subulatum var. elongatum","1"
"Australian fingergrass","Chloris truncata","1"
"American lotus","Nelumbo lutea","1"
"African clawed frog","Xenopus laevis","1"
"common dracunculus","Dracunculus vulgaris","1"
"bermudagrass","Cynodon transvaalensis","1"
"Australian brush-cherry","Syzygium australe","1"
"Carolina draba","Draba reptans","1"
"cotton fireweed","Senecio quadridentatus","1"
"bark beetle","Hylastes opacus","1"
"Aztec marigold","Tagetes erecta","1"
"Carolina laurelcherry","Prunus caroliniana","1"
"cow itch tree","Lagunaria patersonii","1"
"African feathergrass","Pennisetum macrourum","1"
"black poui","Jacaranda mimosifolia","1"
"Cape pondweed","Aponogeton distachyos","1"
"cranberry","Vaccinium macrocarpon","1"
"American elm","Ulmus americana","1"
"broadleaf carpetgrass","Axonopus compressus","1"
"Cape sundew","Drosera capensis","1"
"cream garland-lily","Hedychium flavescens","1"
"bristly hawksbeard","Crepis setosa","1"
"broomcorn millet","Panicum miliaceum ssp. miliaceum","1"
"cattail","Typha spp.","1"
"creeping waterhyssop","Bacopa repens","1"
"Bukhara fleeceflower","Polygonum baldschuanicum","1"
"Canary Island pine","Pinus canariensis","1"
"bracted plantain","Plantago aristata","1"
"dog mustard","Erucastrum gallicum","1"
"blackdisk medick","Medicago orbicularis","1"
"Cape Province pygmyweed","Crassula multicava","1"
"brown flatsedge","Cyperus fuscus","1"
"edging lobelia","Lobelia erinus","1"
"blackeyed Susan","Rudbeckia hirta var. pulcherrima","1"
"peikonkakkara","Mauranthemum paludosum","1"
"wood whitlowgrass","Draba nemorosa","1"
"emperor's candlesticks","Senna alata","1"
"bluegreen saltbush","Atriplex nummularia","1"
"Peruvian groundcherry","Physalis peruviana","1"
"yellow bird's-foot","Ornithopus pinnatus","1"
"forked chickweed","Cerastium dichotomum","1"
"blite goosefoot","Chenopodium capitatum","1"
"Peruvian nightshade","Solanum peruvianum","1"
"yerba porosa","Porophyllum ruderale","1"
"firewheel","Gaillardia pulchella","1"
"garden mignonette","Reseda odorata","1"
"oakleaf garden geranium","Pelargonium panduriforme","1"
"yellow oatgrass","Trisetum flavescens","1"
"European cornsalad","Valerianella carinata","1"
"Francisco hebe","Hebe X franciscana","1"
"New Guinea flatworm","Platydemus manokwari","1"
"squarestem butterflybush","Buddleja saligna","1"
"natal-plum","Carissa macrocarpa","1"
"globe candytuft","Iberis umbellata","1"
"narrowleaf four o'clock","Mirabilis linearis","1"
"southern cattail","Typha domingensis","1"
"Mediterranean crownvetch","Coronilla valentina ssp. glauca","1"
"goosefoot","Chenopodium spp.","1"
"Memphisgrass","Cutandia memphitica","1"
"Syrian mustard","Euclidium syriacum","1"
"Macoun's meadowfoam","Limnanthes macounii","1"
"gulf cockspur grass","Echinochloa crus-pavonis var. crus-pavonis","1"
"locust","Gleditsia","1"
"thinleaf false brome","Brachypodium phoenicoides","1"
"Rocky Mountain penstemon","Penstemon strictus","1"
"great bougainvillea","Bougainvillea spectabilis","1"
"madder","Rubia tinctorum","1"
"thymeleaf speedwell","Veronica serpyllifolia ssp. serpyllifolia","1"
"ridged goosefoot","Chenopodium carnosulum","1"
"Himalayan balsam","Impatiens glandulifera","1"
"mangrove","Avicennia marina ssp. australasica","1"
"whiteedge flatsedge","Cyperus flavicomus","1"
"Pouzin's star-thistle","Centaurea pouzinii","1"
"Egyptian goose","Alopochen aegyptiaca","1"
"Lindley's saltbush","Atriplex lindleyi","1"
"whitestem distaff thistle","Carthamus leucocaulos","1"
"perfoliate blackfoot","Melampodium perfoliatum","1"
"European vetch","Vicia disperma","1"
"gray mangrove","Avicennia marina","1"
"white peppermint gum","Eucalyptus pulchella","1"
"Persian clover","Trifolium resupinatum","1"
"flowering dogwood","Cornus florida","1"
"Greek oregano","Origanum vulgare ssp. hirtum","1"
"wild safflower","Carthamus oxyacantha","1"
"Krauss' spikemoss","Selaginella kraussiana","1"
"fire ant decapitating fly","Pseudacteon obtusus","1"
"Gowen cypress","Cupressus goveniana","1"
"woolgrass bulrush","Scirpus cyperinus","1"
"Leavenworth's sedge","Carex leavenworthii","1"
"ivy broomrape","Orobanche hederae","1"
"grassleaf spurge","Euphorbia graminea","1"
"woolly beech aphid","Phyllaphis fagi","1"
"lanceleaf thorow wax","Bupleurum lancifolium","1"
"ivyleaf geranium","Pelargonium peltatum","1"
"ginkgo","Ginkgo biloba","1"
"woolly distaff thistle","Carthamus lanatus ssp. creticus","1"
"lanceleaf tickseed","Coreopsis lanceolata","1"
"mallow bindweed","Convolvulus althaeoides","1"
"giant dodder","Cuscuta reflexa","1"
"water mannagrass","Glyceria fluitans","1"
"hardgrass","Sclerochloa dura","1"
"mustard","Brassica spp.","1"
"fourleaf manyseed","Polycarpon tetraphyllum ssp. tetraphyllum","1"
"western oat","Avena occidentalis","1"
"horse mint","Mentha longifolia","1"
"New Zealand hebe","Hebe speciosa","1"
"finger speedwell","Veronica triphyllos","1"
"whisk fern","Psilotum nudum","1"
"gorse","Ulex","1"
"paper-mulberry","Broussonetia papyrifera","1"
"flamegold","Koelreuteria elegans ssp. formosana","1"
"red swamp crayfish","Procambarus clarkii","1"
"Italian cypress","Cupressus sempervirens","1"
"osier","Salix viminalis","1"
"knife acacia","Acacia cultriformis","1"
"redflush","Lampranthus coccineus","1"
"hairy grey heather","Erica canaliculata","1"
"pale biddy-biddy","Acaena pallida","1"
"haresear mustard","Conringia orientalis","1"
"potato tuber moth","Phthorimaea operculella","1"
"green galenia","Galenia pubescens","1"
"Mediterranean grass","Schismus","1"
"green sprangletop","Leptochloa dubia","1"
"proliferous pink","Petrorhagia nanteuilii","1"
"greenflower pepperweed","Lepidium densiflorum","1"
"mosquitofish","Gambusia spp.","1"
"prairie sunflower","Helianthus petiolaris ssp. petiolaris","1"
"marshweed","Limnophila x ludoviciana","1"
"roadside bittercress","Cardamine debilis","1"
"Mediterranean stork's bill","Erodium malacoides","1"
"rockrose","Cistus spp.","1"
"slender waternymph","Najas gracillima","1"
"sheep fescue","Festuca ovina","1"
"sea-daffodil","Pancratium maritimum","1"
"sisal","Agave sisalana","1"
