"Common Name","Scientific Name","Number of Records"
"greasewood","Sarcobatus vermiculatus","1"
"ryegrass","Lolium spp.","1"
"bull cottonthistle","Onopordum tauricum","1"
"summer pheasant's eye","Adonis aestivalis","1"
"French tamarisk","Tamarix gallica","1"
"scarlet gaura","Gaura coccinea","1"
"brown-winged knapweed moth","Pterolonche inspersa","1"
"sweet vernalgrass","Anthoxanthum odoratum","1"
"knapweed peacock fly","Chaetorellia acrolophi","1"
"toadflax root-galling weevil","Rhinusa linariae","1"
"feathery false lily of the valley","Maianthemum racemosum","1"
"weevil","Mogulones crucifer","1"
"maiden pink","Dianthus deltoides","1"
"thyme-flowered dragonhead","Dracocephalum thymiflorum","1"
"female fluvellin","Kickxia spuria","1"
"common bugseed","Corispermum pacificum","1"
"ragwort","Senecio spp.","1"
"tapertip hawksbeard","Crepis acuminata","1"
"dodder","Cuscuta","1"
"Dyer's greenweed","Genista tinctoria","1"
"mustard","Brassica spp.","1"
"Sycamore maple","Acer pseudoplatanus","1"
"laurel willow","Salix pentandra","1"
"goatsbeard","Tragopogon","1"
"sacred datura","Datura inoxia","1"
"narrowleaf hawksbeard","Crepis tectorum","1"
"Himalayan blackberry","Rubus bifrons","1"
"elongated mustard","Brassica elongata","1"
"red-eared slider","Trachemys scripta elegans","1"
"Menzies' campion","Silene menziesii","1"
"Idaho fescue","Festuca idahoensis","1"
"cultivated currant","Ribes rubrum","1"
"prostrate vervain","Verbena bracteata","1"
"Mexican brassbuttons","Cotula mexicana","1"
"harlequin blueflag","Iris versicolor","1"
"clover","Trifolium spp.","1"
"English elm","Ulmus procera","1"
"coast tarweed","Madia sativa","1"
"iris","Iris spp.","1"
"chamomile","Anthemis","1"
"doubtful knight's-spur","Consolida ajacis","1"
"conardia moss","Conardia spp.","1"
"milletgrass","Milium spp.","1"
"coltsfoot","Tussilago farfara","1"
"Douglas knotweed","Polygonum douglasii","1"
"coontail","Ceratophyllum demersum","1"
"miner's lettuce","Claytonia perfoliata","1"
"black vine weevil","Otiorhynchus sulcatus","1"
"dozedaisy","Aphanostephus spp.","1"
"cutleaf geranium","Geranium dissectum","1"
"mugwort","Artemisia vulgaris","1"
"brome","Bromus","1"
"common lilac","Syringa vulgaris","1"
"ball mustard","Neslia paniculata","1"
"northern watermilfoil","Myriophyllum sibiricum","1"
"black horehound","Ballota nigra","1"
"corn poppy","Papaver rhoeas","1"
"birch leafminer","Fenusa pusilla","1"
"spreading stickseed","Hackelia diffusa var. diffusa","1"
"plantain","Musa x paradisiaca","1"
"corkscrew willow","Salix matsudana","1"
"boreal chickweed","Cerastium tomentosum","1"
"skullcap","Scutellaria spp.","1"
"prairie thermopsis","Thermopsis rhombifolia","1"
"blue eyed Mary","Collinsia spp.","1"
"bushy cinquefoil","Potentilla supina ssp. paradoxa","1"
"showy baby's-breath","Gypsophila elegans","1"
"osage-orange","Maclura pomifera","1"
"water smartweed","Polygonum amphibium var. stipulaceum","1"
"European birch","Betula pendula","1"
"pansy","Viola tricolor","1"
"red campion","Silene dioica","1"
"poplar-and-willow borer","Cryptorhynchus lapathi","1"
"evergreen clematis","Clematis vitalba","1"
"tansymustard","Descurainia spp.","1"
"purplestamen mullein","Verbascum virgatum","1"
"twoleaf watermilfoil","Myriophyllum heterophyllum","1"
"dog mustard","Erucastrum gallicum","1"
"twoscale saltbush","Atriplex micrantha","1"
"sand dropseed","Sporobolus cryptandrus","1"
"grand collomia","Collomia grandiflora","1"
"sandwort","Arenaria","1"
"garlic mustard","Alliaria petiolata","1"
"rough cinquefoil","Potentilla norvegica","1"
"Jersey cudweed","Pseudognaphalium luteoalbum","1"
"hairy fleabane","Conyza bonariensis","1"
"yellow hawkweed","Pilosella caespitosa","1"
"largeleaf sandwort","Moehringia macrophylla","1"
"linden aphid","Eucallipterus tiliae","1"
"liverleaf wintergreen","Pyrola asarifolia","1"
"longstalk cranesbill","Geranium columbinum","1"
"meadow brome","Bromus erectus","1"
