"Common Name","Scientific Name","Number of Records"
"white cockle","Silene latifolia ssp. alba","3"
"Peter’s rock agama","Agama picticauda","3"
"primrose-willow","Ludwigia peruviana","3"
"yam","Dioscorea spp.","2"
"rush skeletonweed","Chondrilla juncea","2"
"purple loosestrife","Lythrum salicaria","2"
"ravennagrass","Saccharum ravennae","2"
"yellow bluestem","Bothriochloa ischaemum","2"
"red fox","Vulpes vulpes","2"
"tree tobacco","Nicotiana glauca","2"
"Sacred lotus","Nelumbo nucifera","2"
"water primrose","Ludwigia grandiflora ssp. hexapetala","2"
"parsley","Petroselinum crispum","2"
"trumpet creeper","Campsis radicans","2"
"scarlet firethorn","Pyracantha coccinea","2"
"tuberous vervain","Verbena rigida","2"
"spiny cocklebur","Xanthium spinosum","2"
"tumble mustard","Sisymbrium altissimum","2"
"poison ryegrass","Lolium temulentum","2"
"toothed spurge","Euphorbia dentata","2"
"multilined hammerhead worm","Diversibipalium multilineatum","2"
"tuna cactus","Opuntia ficus-indica","2"
"purpleosier willow","Salix purpurea","2"
"Venice mallow","Hibiscus trionum","2"
"hemp/marijuana (sativa)","Cannabis sativa","2"
"three-lined land planarian","Bipalium pennsylvanicum","2"
"water lettuce","Pistia stratiotes","2"
"soybean looper","Pseudoplusia includens","2"
"Indian heliotrope","Heliotropium indicum","2"
"spearmint","Mentha spicata","2"
"unidentified spiny-tailed iguana","Ctenosaura spp.","2"
"white sweetclover","Melilotus albus","2"
"English holly","Ilex aquifolium","2"
"wild bushbean","Macroptilium lathyroides","2"
"spearleaf swampmallow","Pavonia hastata","2"
"birch casebearer","Coleophora serratella","2"
"halberdleaf orach","Atriplex patula","2"
"common duckweed","Lemna minor","2"
"Sprenger's asparagus fern","Asparagus aethiopicus","2"
"Canada thistle","Cirsium arvense","2"
"California poppy","Eschscholzia californica","2"
"corn spurry","Spergula arvensis","2"
"leafhoppers","Empoasca spp.","2"
"buckhorn plantain","Plantago coronopus","2"
"browntop","Microstegium","2"
"Cuban bulrush","Oxycaryum cubense","2"
"mouse barley","Hordeum murinum","2"
"common pearlbrush","Exochorda racemosa","2"
"anole","Anolis spp.","2"
"eastern fence lizard","Sceloporus undulatus","2"
"globe sedge","Cyperus croceus","2"
"clasping pepperweed","Lepidium perfoliatum","2"
"dodder","Cuscuta","2"
"big quakinggrass","Briza maxima","2"
"carpetweed","Mollugo verticillata","2"
"flixweed","Descurainia sophia","2"
"arrowleaf elephant's ear","Xanthosoma sagittifolium","2"
"balloonvine","Cardiospermum halicacabum","2"
"armyworms","Spodoptera spp.","2"
"field bindweed","Convolvulus arvensis","2"
"Asian cockroach","Blattella asahinai","2"
"artilleryweed","Pilea microphylla","2"
"beet armyworm","Spodoptera exigua","2"
"Eurasian collared-dove","Streptopelia decaocto","2"
"cherry laurel","Prunus laurocerasus","2"
"brown stink bug","Euschistus servus","2"
"common salsify","Tragopogon porrifolius","2"
"European water-clover","Marsilea quadrifolia","2"
"common wheat","Triticum aestivum","2"
"butternut canker","Ophiognomonia clavigignenti-juglandacearum","2"
"cypress spurge","Euphorbia cyparissias","2"
"nettleleaf goosefoot","Chenopodium murale","2"
"bulbous bluegrass","Poa bulbosa","2"
"meadow hawkweed","Hieracium caespitosum","2"
"leporinum barley","Hordeum murinum ssp. leporinum","2"
"lilac tasselflower","Emilia sonchifolia var. sonchifolia","2"
"kingdevil hawkweed","Hieracium piloselloides","2"
"shameplant","Mimosa pudica var. unijuga","2"
"mouse-eared hawkweed","Pilosella officinarum","2"
"smallflower umbrella sedge","Cyperus difformis","2"
"Lindley's butterflybush","Buddleja lindleyana","2"
"smallseed falseflax","Camelina microcarpa","2"
"Norway maple","Acer platanoides","2"
"intermediate wheatgrass","Thinopyrum intermedium","2"
"noyau vine","Merremia dissecta","2"
"guineagrass","Megathyrsus maximus","2"
"European stinging nettle","Urtica dioica ssp. dioica","2"
"house sparrow","Passer domesticus","2"
"greenhouse frog","Eleutherodactylus planirostris","2"
"beaked dodder","Cuscuta rostrata","1"
"Italian arum","Arum italicum","1"
"devil's horsewhip","Achyranthes aspera","1"
"Himalayan blackberry","Rubus armeniacus","1"
"Amur privet","Ligustrum amurense","1"
"greenbrier","Smilax spp.","1"
"daylily (exotic)","Hemerocallis spp. (exotic)","1"
"hop clover","Trifolium aureum","1"
"American alligator","Alligator mississippiensis","1"
"grey-headed swamphen","Porphyrio poliocephalus","1"
"common crabgrass","Digitaria ternata","1"
"field thistle","Cirsium discolor","1"
"Burmese python","Python molurus ssp. bivittatus","1"
"jetbead","Rhodotypos scandens","1"
"climbing fern","Lygodium flexuosum","1"
"fig fruit fly","Zaprionus indianus","1"
"baldfaced hornet","Dolichovespula maculata","1"
"smooth brome","Bromus inermis","1"
"climbing hempweed","Mikania scandens","1"
"European paper wasp","Polistes dominula","1"
"bluemink","Ageratum houstonianum","1"
"prostrate globe-amaranth","Gomphrena serrata","1"
"bearded dragon","Pogona vitticeps","1"
"nutria","Myocastor coypus","1"
"brackenfern","Pteridium aquilinum","1"
"puncturevine","Tribulus terrestris","1"
"Asian longhorned tick","Haemaphysalis longicornis","1"
"palmleaf morning-glory","Ipomoea wrightii","1"
"Brazilian peppertree","Schinus terebinthifolia","1"
"low cudweed","Gnaphalium uliginosum","1"
"asparagus fern","Asparagus densiflorus","1"
"Norway rat","Rattus norvegicus","1"
"daffodil","Narcissus pseudonarcissus","1"
"Morrow's honeysuckle","Lonicera morrowii","1"
"arrowhead","Sagittaria sagittifolia","1"
"Nile tilapia","Oreochromis niloticus","1"
"dovefoot geranium","Geranium molle","1"
"denseflower knotweed","Persicaria glabra","1"
"anthracnose","Colletotrichum spp.","1"
"multiple species","","1"
"dwarf snapdragon","Chaenorhinum minus","1"
"Florida beggarweed","Desmodium tortuosum","1"
"bottlebrush","Callistemon viminalis","1"
"murdannia","Murdannia spp.","1"
"catbriar","Smilax bona-nox","1"
"giant rush","Juncus pallidus","1"
"fall webworm","Hyphantria cunea","1"
"narrow swordfern","Nephrolepis cordifolia","1"
"harlequin glorybower","Clerodendrum trichotomum","1"
"flea beetles","Aphthona spp.","1"
"exotic swallowwort","Vincetoxicum spp.","1"
"meadow foxtail","Alopecurus pratensis","1"
"Fusarium wilt","Fusarium udum var. cajani","1"
"doveweed","Murdannia nudiflora","1"
"foxglove","Digitalis purpurea","1"
"Japanese holly","Ilex crenata","1"
"giant goldenrod","Solidago gigantea","1"
"dwarf sumac","Rhus copallinum","1"
"French rose","Rosa gallica","1"
"lilyturf","Liriope spp.","1"
"giant tiger prawn","Penaeus monodon","1"
"English violet","Viola odorata","1"
"giant knotweed","Reynoutria sachalinensis","1"
"bush honeysuckle","Diervilla spp.","1"
"Indian shot","Canna indica","1"
"California arrowhead","Sagittaria montevidensis","1"
"memorial rose","Rosa lucieae","1"
"black bamboo","Phyllostachys nigra","1"
"Japanese lawn grass","Zoysia japonica","1"
"camphor scale","Pseudaonidia duplex","1"
"imported willow leaf beetle","Plagiodera versicolora","1"
"black-hooded parakeet","Nandayus nenday","1"
"jumping worm","Amynthas spp.","1"
"Carolina dichondra","Dichondra carolinensis","1"
"knotweed species (nonnative)","Reynoutria spp.","1"
"Asian ponysfoot","Dichondra micrantha","1"
"Hispanic hyacinthoides","Hyacinthoides hispanica","1"
"Chinese pistache","Pistacia chinensis","1"
"lanceleaf crotalaria","Crotalaria lanceolata","1"
"ambrosia beetle","Xyleborinus octiesdentatus","1"
"inchplant","Tradescantia zebrina","1"
"black spiny-tailed iguana","Ctenosaura similis","1"
"largeflower Mexican clover","Richardia grandiflora","1"
"bamboo","Phyllostachys spp.","1"
"low rattlebox","Crotalaria pumila","1"
"broadhead skink","Plestiodon laticeps","1"
"snail","Bulimulus sporadicus","1"
"bisset bambu","Phyllostachys bissetii","1"
"maypop passionflower","Passiflora incarnata","1"
"ball python","Python regius","1"
"sweetscented bedstraw","Galium odoratum","1"
"crabgrass","Digitaria spp.","1"
"large-flower primrose-willow","Ludwigia grandiflora","1"
"balsamapple","Momordica charantia","1"
"unidentified tegu","Tupinambis spp.","1"
"common reed","Phragmites australis","1"
"large-flower primrose-willow","Ludwigia grandiflora ssp. grandiflora","1"
"spiderflower","Cleome hassleriana","1"
"unknown plant","","1"
"Cope's gray tree frog","Hyla chrysoscelis","1"
"spurred anoda","Anoda cristata","1"
"slender aster","Symphyotrichum divaricatum","1"
"tropical house gecko","Hemidactylus mabouia","1"
"common hawthorn","Crataegus monogyna","1"
"white bladderflower","Araujia sericifera","1"
"southern dewberry","Rubus trivialis","1"
"trumpet-tree","Cecropia obtusifolia","1"
"common cattail","Typha latifolia","1"
"water foxtail","Alopecurus geniculatus","1"
"southern yellowjacket","Vespula squamosa","1"
"purpletop vervain","Verbena bonariensis var. bonariensis","1"
"Choanephora fruit rot","Choanephora cucurbitarum","1"
"unidentified Hemidactylus gecko","Hemidactylus spp.","1"
"unidentified monitor","Varanus spp.","1"
"poor Joe","Diodella teres","1"
"wild oat","Avena fatua","1"
"partridgepea","Chamaecrista fasciculata","1"
"watermilfoil","Myriophyllum spp.","1"
"prostrate pigweed","Amaranthus blitoides","1"
"water pennywort","Hydrocotyle umbellata","1"
"pear sawfly","Caliroa cerasi","1"
"tropical bushmint","Cantinoa mutabilis","1"
"purple moonflower","Ipomoea turbinata","1"
"spotted burclover","Medicago arabica","1"
"purslane","Portulaca spp.","1"
"thistle","Cirsium","1"
"pink woodsorrel","Oxalis debilis","1"
"storehousebush","Cudrania tricuspidata","1"
"ricegrass paspalum","Paspalum scrobiculatum","1"
"threelobe morning-glory","Ipomoea triloba","1"
"pear","Pyrus spp.","1"
"wahlenbergia","Wahlenbergia spp.","1"
"rustweed","Polypremum procumbens","1"
"pink woodsorrel","Oxalis debilis var. corymbosa","1"
"scarlet spiderling","Boerhavia coccinea","1"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","1"
"sand pine","Pinus clausa","1"
"sickle pod","Dichrostachys cinerea ssp. africana","1"
"sheep fescue","Festuca trachyphylla","1"
"Savannah monitor","Varanus exanthematicus","1"
"ragweed parthenium","Parthenium hysterophorus","1"
"oleander","Nerium oleander","1"
"rainbow trout","Oncorhynchus mykiss","1"
"orange bishop","Euplectes franciscanus","1"
"white leadtree","Leucaena leucocephala","1"
"Palmer amaranth","Amaranthus palmeri","1"
"paperwhite narcissus","Narcissus papyraceus","1"
"yellow garden spider","Argiope aurantia","1"
"wirestem muhly","Muhlenbergia frondosa","1"
