"Common Name","Scientific Name","Number of Records"
"shrubby lespedeza","Lespedeza bicolor","20"
"Gaeumannomyces fungi","Gaeumannomyces spp.","20"
"giant ramshorn snail","Marisa cornuarietis","20"
"white garland-lily","Hedychium coronarium","20"
"Oustalet’s chameleon","Furcifer oustaleti","20"
"tree-of-heaven","Ailanthus altissima","19"
"red clover","Trifolium pratense","19"
"hemp dogbane","Apocynum cannabinum","19"
"giant salvinia","Salvinia molesta","19"
"marsh dayflower","Murdannia keisak","19"
"royal poinciana","Delonix regia","19"
"foxtail flatsedge","Cyperus alopecuroides","19"
"lawn burweed","Soliva sessilis","19"
"Midas cichlid","Amphilophus citrinellus","19"
"common selfheal","Prunella vulgaris","19"
"velvetleaf","Abutilon theophrasti","19"
"gloria de la manana","Ipomoea carnea ssp. fistulosa","18"
"deeprooted sedge","Cyperus entrerianus","18"
"tropical bushmint","Cantinoa mutabilis","18"
"yellowbelly slider","Trachemys scripta scripta","18"
"African bermudagrass","Cynodon nlemfuensis","18"
"bracted plantain","Plantago aristata","18"
"helmeted guineafowl","Numida meleagris","18"
"rosy-faced lovebird","Agapornis roseicollis","18"
"reed","Phragmites spp.","18"
"bouncingbet","Saponaria officinalis","18"
"gray mold","Botrytis cinerea","18"
"stickbush","Clerodendrum chinense","18"
"sticky nightshade","Solanum sisymbriifolium","18"
"riverhemp","Sesbania spp.","18"
"Mandarin duck","Aix galericulata","18"
"Uruguayan pampas grass","Cortaderia selloana","18"
"perilla mint","Perilla frutescens","17"
"green peafowl","Pavo muticus","17"
"mosquito","Aedes triseriatus","17"
"tree marigold","Tithonia diversifolia","17"
"white-faced whistling-duck","Dendrocygna viduata","17"
"Brazilian agouti","Dasyprocta leporina","17"
"common caiman","Caiman crocodilus","17"
"scarlet pimpernel","Anagallis arvensis","17"
"Indian shot","Canna indica","17"
"nettleleaf goosefoot","Chenopodium murale","17"
"elliptic yellowwood","Ochrosia elliptica","17"
"Cuban green anole","Anolis porcatus","17"
"powdery mildew","Oidium spp.","17"
"Cuming's lovegrass","Eragrostis cumingii","16"
"basil downy mildew","Peronospora belbahrii","16"
"garden vetch","Vicia sativa ssp. nigra","16"
"water hyacinth","Eichhornia spp.","16"
"armoured catfish","Callichthys callichthys","16"
"crested myna","Acridotheres cristatellus","16"
"cayenne porterweed","Stachytarpheta cayennensis","16"
"yellow-crowned parrot","Amazona ochrocephala","16"
"star jasmine","Jasminum multiflorum","16"
"strophanthus","Strophanthus","16"
"vervet monkey","Chlorocebus aethiops","16"
"blue tilapias","Oreochromis spp.","16"
"threelobe false mallow","Malvastrum coromandelianum","16"
"weeping lovegrass","Eragrostis curvula","16"
"cardboard palm","Zamia furfuracea","16"
"common bamboo","Bambusa vulgaris","16"
"hairy galinsoga","Galinsoga quadriradiata","16"
"largeseed dodder","Cuscuta indecora","16"
"Texas live oak","Quercus fusiformis","15"
"giant whiptail","Aspidoscelis motaguae","15"
"Mycosphaerella leaf spot","Mycosphaerella citrullina","15"
"gingerbush","Pavonia spinifex","15"
"Queen Anne's lace, wild carrot","Daucus carota","15"
"cowitch","Mucuna pruriens","15"
"primrose-willow","Ludwigia spp.","15"
"cowpea witchweed","Striga gesnerioides","15"
"red imported fire ant","Solenopsis invicta","15"
"Drechslera leaf spot","Drechslera spp.","15"
"pacu","Colossoma spp.","15"
"Entomosporium leaf spot","Diplocarpon mespili","15"
"reticulated python","Python reticulatus","15"
"Canary Island tamarisk","Tamarix canariensis","15"
"redfruit passionflower","Passiflora foetida","15"
"Pestalotiopsis leaf spot","Pestalotiopsis spp.","15"
"Sika deer","Cervus nippon","15"
"mosquito","Anopheles atropos","15"
"Asian cockroach","Blattella asahinai","15"
"suckermouth catfish","Hypostomus plecostomus","15"
"Seifriz's chamaedorea","Chamaedorea seifrizii","15"
"forest tent caterpillar","Malacosoma disstria","15"
"canarygrass","Phalaris canariensis","15"
"cereal rye","Secale cereale","15"
"Bocourt swimming crab","Callinectes bocourti","15"
"Botryosphaeria canker, white rot","Botryosphaeria dothidea","15"
"hemp/marijuana (sativa)","Cannabis sativa","15"
"eastern corn snake","Pantherophis guttatus","15"
"Elaeagnus","Elaeagnus spp.","15"
"tropical nutrush","Scleria microcarpa","14"
"Bipolaris fungus","Bipolaris spp.","14"
"musk fern","Phymatosorus grossus","14"
"false map turtle","Graptemys pseudogeographica","14"
"climbingfig","Ficus pumila","14"
"Puerto Rican crested anole","Anolis cristatellus cristatellus","14"
"charcoal root rot","Macrophomina phaseoli","14"
"Colombian rainbow boa","Epicrates cenchria maurus","14"
"Arabian jasmine","Jasminum sambac","14"
"snail","Bulimulus sporadicus","14"
"Japanese ardisia","Ardisia japonica","14"
"red-lored parrot","Amazona autumnalis","14"
"Japanese false spleenwort","Deparia petersenii","14"
"potato virus Y (PVY)","Potyvirus PVY","14"
"red-bellied pacu","Piaractus brachypomus","14"
"pacara earpod tree","Enterolobium contortisiliquum","14"
"puncturevine","Tribulus spp.","14"
"spiny fiddlewood","Citharexylum spinosum","14"
"tamarind","Tamarindus indica","14"
"yew plum pine","Podocarpus macrophyllus","14"
"buffelgrass","Cenchrus ciliaris","13"
"Mozambique tilapia","Oreochromis mossambicus","13"
"green alga leaf spot","Cephaleuros virescens","13"
"confederate jasmine","Trachelospermum jasminoides","13"
"crownbeard","Verbesina encelioides","13"
"tar spot of corn","Phyllachora maydis","13"
"nimblewill","Muhlenbergia schreberi","13"
"tussock dropseed","Sporobolus diandrus","13"
"common bluetongue lizard","Tiliqua scincoides","13"
"yellowbelly cichlid","Cichlasoma salvini","13"
"orange","Citrus x sinensis","13"
"creeping liriope","Liriope spicata","13"
"threelobe morning-glory","Ipomoea triloba","13"
"Corynespora leaf spot","Corynespora cassiicola","13"
"wild mustard","Sinapis arvensis","13"
"redflower ragleaf","Crassocephalum crepidioides","13"
"pongame oiltree","Millettia pinnata","13"
"Norway rat","Rattus norvegicus","13"
"coyote","Canis latrans","12"
"orange jessamine","Murraya paniculata","12"
"feathered mosquito-fern","Azolla pinnata","12"
"tawny daylily","Hemerocallis fulva","12"
"lilac chastetree","Vitex agnus-castus","12"
"princesstree","Paulownia tomentosa","12"
"great black hawk","Buteogallus urubitinga","12"
"wild buckwheat","Fallopia convolvulus","12"
"jasmine","Jasminum spp.","12"
"green bristlegrass","Setaria viridis var. viridis","12"
"white cedar","Tabebuia heterophylla","12"
"green foxtail","Setaria viridis","12"
"stinking chamomile","Anthemis cotula","12"
"goldenrain tree","Koelreuteria paniculata","12"
"unidentified Hemidactylus gecko","Hemidactylus spp.","12"
"incised halberd fern","Tectaria incisa","12"
"multiflora rose","Rosa multiflora","12"
"lime","Citrus x aurantiifolia","12"
"pecan nut casebearer","Acrobasis nuxvorella","12"
"moth mullein","Verbascum blattaria","12"
"microsporidia protozoa","Kneallhazia solenopsae","12"
"common carp","Cyprinus carpio","12"
"Pallas's mastiff bat","Molossus molossus tropidorhynchus","11"
"common bushweed","Flueggea virosa","11"
"root rot/damping off","Rhizoctonia spp.","11"
"chukar","Alectoris chukar","11"
"red-banded butterfly lizard","Leiolepis rubritaeniata","11"
"carpet python","Morelia spilota","11"
"yellow butterfly palm","Dypsis lutescens","11"
"curly-tailed lizards","Leiocephalus spp.","11"
"wild-proso millet","Panicum miliaceum","11"
"blueberry leaf rust","Naohidemyces vaccinii","11"
"green anaconda","Eunectes murinus","11"
"alyceclover","Alysicarpus vaginalis","11"
"hammerhead worms","Bipalium spp.","11"
"night jessamine","Cestrum nocturnum","11"
"little mallow","Malva parviflora","11"
"hairy pepperwort","Marsilea vestita","11"
"lemon","Citrus x limon","11"
"peach","Prunus persica","11"
"maroon-bellied parakeet","Pyrrhura frontalis","11"
"gray parrot","Psittacus erithacus","11"
"corn gromwell","Buglossoides arvensis","11"
"red-rimmed melania","Melanoides tuberculata","11"
"Dumeril's boa","Boa dumerili","11"
"pongam","pongamia pinnata","11"
"bristly locust","Robinia hispida","11"
"Rio Grande cichlid","Herichthys cyanoguttatus","11"
"common yarrow","Achillea millefolium","11"
"wedge-leaf rattlebox","Crotalaria retusa","11"
"Asiatic dayflower","Commelina communis","11"
"tambaquí","Colossoma macropomum","11"
"Chinese box-orange","Severinia buxifolia","11"
"small broomrape","Orobanche minor","10"
"avocado","Persea americana","10"
"wild celery","Apium graveolens","10"
"banded cichlid","Heros severus","10"
"spearmint","Mentha spicata","10"
"bacterial spot","Xanthomonas vesicatoria","10"
"pigeon pea","Cajanus cajan","10"
"Armillaria root rot","Armillaria tabescens","10"
"puccinia rusts","Puccinia spp.","10"
"coqui","Eleutherodactylus coqui","10"
"nodeweed","Synedrella nodiflora","10"
"devil's horsewhip","Achyranthes aspera","10"
"ocellated gecko","Sphaerodactylus argus argus","10"
"cat (feral)","Felis catus (feral type)","10"
"goldfish","Carassius auratus","10"
"edible fig","Ficus carica","10"
"black-throated monitor","Varanus albigularis ionidesi","10"
"catchweed bedstraw","Galium aparine","10"
"monkey's apple","Mimusops coriacea","10"
"kudzu","Pueraria spp.","10"
"black-olive","Terminalia buceras","10"
"Manila grass","Zoysia matrella","10"
"mosquito","Aedes fulvus pallens","10"
"ivy gourd","Coccinia grandis","10"
"Alternaria black molds / stem cankers","Alternaria spp.","10"
"green-cheeked parakeet","Pyrrhura molinae","10"
"balloonvine","Cardiospermum halicacabum","10"
"white-throated monitor","Varanus albigularis","10"
"crested Philippine violet","Barleria cristata","10"
"field pennycress","Thlaspi arvense","10"
"mosquito","Psorophora howardii","10"
"weather loach","Misgurnus anguillicaudatus","10"
"fishtail swordfern","Nephrolepis falcata","10"
"orange bishop","Euplectes franciscanus","10"
"mission grass","Cenchrus polystachios","9"
"water moccasin","Agkistrodon piscivorus","9"
"marbled gecko","Gekko grossmanni","9"
"Patagonian mara","Dolichotis patagonum","9"
"flathead catfish","Pylodictis olivaris","9"
"mission grass","Pennisetum polystachion","9"
"hairy cat's ear","Hypochaeris radicata","9"
"scarlet-fronted parakeet","Aratinga wagleri","9"
"five-lined mabuya","Trachylepis quinquetaeniata","9"
"morning-glory","Ipomoea x leucantha","9"
"Javan filesnake","Acrochordus javanicus","9"
"Watermelon Mosaic Virus","Potyvirus WMV","9"
"Brazilian satintail","Imperata brasiliensis","9"
"pale yellow iris, yellow flag iris","Iris pseudacorus","9"
"leopard geckos","Eublepharis macularius","9"
"trumpet-tree","Tabebuia spp.","9"
"spreading dayflower","Commelina diffusa","9"
"indigo","Indigofera spicata","9"
"common pear","Pyrus communis","9"
"suckermouth catfishes","Hypostomus spp.","9"
"white-checked pintail","Anas bahamensis","9"
"ladysthumb","Persicaria maculosa","9"
"broadleaf dock","Rumex obtusifolius","9"
"grey crowned crane","Balearica regulorum","9"
"orchardgrass","Dactylis glomerata","9"
"mealy parrot","Amazona farinosa","9"
"Phoma blights","Phoma spp.","9"
"green basilisk","Basiliscus plumifrons","9"
"Rangoon creeper","Quisqualis indica","9"
"crown gall","Rhizobium radiobacter","9"
"tessellated blenny","Hypsoblennius invemar","9"
"Burmese fishtail palm","Caryota mitis","9"
"trahira","Hoplias malabaricus","9"
"golden gecko","Gekko badenii","9"
"bacterial black stalk","Erwinia spp.","9"
"crimson-fronted parakeet","Aratinga finschi","9"
"brittleleaf naiad","Najas minor","9"
"bald brome","Bromus racemosus","9"
"tropical Mexican clover","Richardia brasiliensis","8"
"Chinese parasoltree","Firmiana simplex","8"
"zebra tilapia","Tilapia buttikoferi","8"
"cure for all","Pluchea carolinensis","8"
"water primrose","Ludwigia grandiflora ssp. hexapetala","8"
"blue morning-glory","Ipomoea indica","8"
"Philippine ground orchid","Spathoglottis plicata","8"
"fourleaf manyseed","Polycarpon tetraphyllum","8"
"spider brake","Pteris multifida","8"
"giant ragweed","Ambrosia trifida","8"
"Pseudomonas bacterium","Pseudomonas spp.","8"
"English catchfly","Silene gallica","8"
"phytoplasma (general)","Candidatus Phytoplasma spp.","8"
"flamegold","Koelreuteria elegans","8"
"osage-orange","Maclura pomifera","8"
"sparrow vetch","Vicia tetrasperma","8"
"Papaya Ringspot Virus","Potyvirus PRSV","8"
"field brome","Bromus arvensis","8"
"peppermint","Mentha x piperita","8"
"yellow necklacepod","Sophora tomentosa var. occidentalis","8"
"arrow bamboo","Pseudosasa japonica","8"
"Cylindrocladium root diseases","Cylindrocladium spp.","8"
"southern blight","Athelia rolfsii","8"
"Russian olive","Elaeagnus angustifolia","8"
"bacterial leaf scorch","Xylella fastidiosa","8"
"dwarf waterclover","Marsilea minuta","8"
"stranglervine","Morrenia odorata","8"
"silver dollar species","Metynnis spp.","8"
"Florida beggarweed","Desmodium tortuosum","8"
"hottentot fig","Carpobrotus edulis","8"
"tall morning-glory","Ipomoea purpurea","8"
"red-shouldered macaw","Diopsittaca nobilis","8"
"giant day gecko","Phelsuma grandis","8"
"kudzu","Pueraria montana","8"
"rye brome","Bromus secalinus","8"
"rhinoceros iguana","Cyclura cornuta","8"
"Inca dove","Columbina inca","8"
"memorial rose","Rosa lucieae","8"
"black mold","Aspergillus niger","8"
"redtail catfish","Phractocephalus hemioliopterus","8"
"large crabgrass","Digitaria sanguinalis","8"
"Taiwanese cheesewood","Pittosporum pentandrum","8"
"blue catfish","Ictalurus furcatus","8"
"Kentucky bluegrass","Poa pratensis","8"
"alsike clover","Trifolium hybridum","8"
"corn spurry","Spergula arvensis","8"
"ivy","Hedera spp.","8"
"montbretia","Crocosmia x crocosmiiflora","8"
"moorish idol","Zanclus cornutus","8"
"sago palm","Cycas revoluta","7"
"green swordtail","Xiphophorus hellerii","7"
"yellow-fronted canary","Serinus mozambicus","7"
"ground ivy","Glechoma hederacea","7"
"silverleaf nightshade","Solanum elaeagnifolium","7"
"autumn olive","Elaeagnus umbellata","7"
"wild marigold","Tagetes minuta","7"
"giant taro","Alocasia macrorrhizos","7"
"prickly lettuce","Lactuca serriola","7"
"alfalfa","Medicago sativa ssp. sativa","7"
"ravennagrass","Saccharum ravennae","7"
"butterfly lizard","Leiolepis belliana belliana","7"
"Stigmina leaf spot","Stigmina palmivora","7"
"Burmann's basketgrass","Oplismenus burmannii","7"
"South American squirrel monkey","Saimiri sciureus","7"
"chameleon","Trioceros spp.","7"
"trumpet tree","Cecropia palmata","7"
"emperor's candlesticks","Senna alata","7"
"bacterial soft rot","Pectobacterium carotovorum","7"
"central asian tortoise","Testudo horsfieldii","7"
"weeping willow","Salix babylonica","7"
"nine-banded armadillo","Dasypus novemcinctus","7"
"alfalfa","Medicago sativa","7"
"black-tailed jack rabbit","Lepus californicus","7"
"green algae","Cephaleuros spp.","7"
"monkeypod","Pithecellobium dulce","7"
"aloe yucca","Yucca aloifolia","7"
"brown water snake","Nerodia taxispilota","7"
"Indian mongoose","Herpestes javanicus","7"
"smallflower umbrella sedge","Cyperus difformis","7"
"coco yam","Colocasia esculenta var. esculenta","7"
"unlisted plant","","7"
"jelly palm","Butia capitata","7"
"unlisted animal","","7"
"common coleus","Solenostemon scutellarioides","7"
"wild sugarcane","Saccharum spontaneum","7"
"cape blue waterlily","Nymphaea capensis","7"
"watersprite","Ceratopteris thalictroides","7"
"cattle egret","Bubulcus ibis","7"
"white-spotted wall gecko","Tarentola annularis","7"
"bacteria wilt and soft rot","Dickeya chrysanthemi","7"
"anole","Anolis spp.","7"
"white sweetclover","Melilotus albus","6"
"cattail","Typha spp.","6"
"weeping fig","Ficus benjamina","6"
"American bullfrog","Lithobates catesbeianus","6"
"titan apple snail","Pomacea haustrum","6"
"bacterial streak, black rot, and blight","Xanthomonas campestris","6"
"warthead blenny","Protemblemaria punctata","6"
"bacterial spot","Xanthomonas spp.","6"
"sea hibiscus","Hibiscus tiliaceus","6"
"blood python","Python curtus","6"
"unknown animal","","6"
"common flax","Linum usitatissimum","6"
"snowbush","Breynia disticha","6"
"Bakanae Disease of Rice / cotton boll rot","Gibberella fujikuroi","6"
"Tubakia fungus","Tubakia","6"
"common shelduck","Tadorna tadorna","6"
"sulfur cinquefoil","Potentilla recta","6"
"hedge mustard","Sisymbrium officinale","6"
"Thunberg lespedeza","Lespedeza thunbergii","6"
"Indian monitor","Varanus indicus","6"
"Panama crowngrass","Paspalum fimbriatum","6"
"field madder","Sherardia arvensis","6"
"sickle pod","Dichrostachys cinerea ssp. africana","6"
"Japanese lawn grass","Zoysia japonica","6"
"domestic duck","Anas platyrhynchos var. domesticus","6"
"exotic weevil","Myllocerus undecimpustulatus","6"
"ruddy shelduck","Tadorna ferruginea","6"
"leaf spot","Stemphylium spp.","6"
"downy mildew","Peronospora parasitica","6"
"rose","Rosa spp.","6"
"southern platyfish","Xiphophorus maculatus","6"
"glorybower","Clerodendrum","6"
"citrus greening","Candidatus Liberibacter asiaticus","6"
"radish","Raphanus sativus","6"
"oxeye daisy","Leucanthemum vulgare","6"
"giant foxtail","Setaria faberi","6"
"convict cichlid","Amatitlania nigrofasciata","6"
"Prunus Necrotic Ringspot Virus","Ilarvirus PNRV","6"
"African tuliptree","Spathodea campanulata","6"
"sweet alyssum","Lobularia maritima","6"
"jowled swamp eels","Monopterus spp.","6"
"princess of the night","Selenicereus pteranthus","6"
"apple-of-Peru","Nicandra physalodes","6"
"yellow anaconda","Eunectes notaeus","6"
"Indo Pacific swimming crab","Charybdis hellerii","6"
"waterpoppy","Hydrocleys nymphoides","6"
"Chinese water dragon","Physignathus cocincinus","6"
"yellow-naped amazon","Amazona auropalliata","6"
"Jerusalem-cherry","Solanum pseudocapsicum","6"
"swampmahogany","Eucalyptus robusta","6"
"emu","Dromaius novaehollandiae","6"
"strawberrytree","Muntingia calabura","6"
"mourning gecko","Lepidodactylus lugubris","6"
"twoflower passionflower","Passiflora biflora","6"
"mosquito","Orthopodomyia signifera","6"
"Indian mulberry","Morinda citrifolia","6"
"tropic ageratum","Ageratum conyzoides","5"
"Madagascar olive","Noronhia emarginata","5"
"unknown plant","","5"
"lined gecko","Gekko vittatus","5"
"titan acorn barnacle","Megabalanus coccopoma","5"
"Japanese wisteria","Wisteria floribunda","5"
"Yellow bud","Pseudomonas (An undescribed species)","5"
"Dixie silverback fern","Pityrogramma calomelanos","5"
"water snowflake","Nymphoides indica","5"
"hybrid mother of millions","Kalanchoe x houghtonii","5"
"pink woodsorrel","Oxalis debilis","5"
"giant East African snail","Achatina fulica","5"
"unidentified coati","Nasua spp.","5"
"golden pheasant","Chrysolophus pictus","5"
"passionflower","Passiflora edulis","5"
"cascade river prawn","Macrobrachium heterochirus","5"
"unmarked slender mosquito","Culiseta inornata","5"
"giant cutgrass","Zizaniopsis miliacea","5"
"Moorish wall gecko","Tarentola mauritanica","5"
"cornflower","Centaurea cyanus","5"
"pinguin","Bromelia pinguin","5"
"cassava","Manihot esculenta","5"
"oriental fire-bellied toad","Bombina orientalis","5"
"nettleleaf velvetberry","Stachytarpheta urticifolia","5"
"periwinkle","Vinca","5"
"ducksalad","Heteranthera limosa","5"
"purple moonflower","Ipomoea turbinata","5"
"pilipiliula","Chrysopogon aciculatus","5"
"Oriental lady's thumb","Polygonum posumbu","5"
"California arrowhead","Sagittaria montevidensis","5"
"red sorrel","Rumex acetosella","5"
"rattail fescue","Vulpia myuros","5"
"mottled spurge","Euphorbia lactea","5"
"ocellated skink","Chalcides ocellatus","5"
"roughtail rock agama","Laudakia stellio","5"
"tamarisk","Tamarix spp.","5"
"large-flower primrose-willow","Ludwigia grandiflora","5"
"orange-chinned parakeet","Brotogeris jugularis","5"
"Sacred lotus","Nelumbo nucifera","5"
"watergrass","Luziola subintegra","5"
"leaf mold","Passalora fulva","5"
"Pepper Mottle Virus","Potyvirus PepMoV","5"
"dodder","Cuscuta","5"
"philodendron","Philodendron spp.","5"
"monarch fern","Phymatosorus scolopendria","5"
"sulphur cosmos","Cosmos sulphureus","5"
"Fusarium wilt","Fusarium oxysporum f.sp. niveum","5"
"stinkgrass","Eragrostis cilianensis","5"
"Jamaican giant anole","Norops garmani I","5"
"southern painted turtle","Chrysemys dorsalis","5"
"gray molds","Botrytis spp.","5"
"sailfin tang","Zebrasoma veliferum","5"
"Haitian curly-tailed lizard","Leiocephalus personatus scalaris","5"
"house mouse","Mus musculus","5"
"java sparrow","Padda oryzivora","5"
"hairyflower wild petunia","Ruellia ciliatiflora","5"
"common groundsel","Senecio vulgaris","5"
"Barbados aloe","Aloe vera","5"
"Cairo morning-glory","Ipomoea cairica","5"
"black and white tegu","Tupinambis merianae","5"
"bacterial leaf speck","Pseudomonas syringae","5"
"bacterial soft rot","Pectobacterium carotovorum ssp. carotovorum","5"
"australian green treefrog","Litoria caerulea","5"
"amazon sailfin catfish","Pterygoplichthys pardalis","5"
"black spot","Alternaria brassicae","5"
"agave","Agave spp.","5"
"blessed thistle","Cnicus benedictus","5"
"California red scale","Aonidiella aurantii","5"
"chokeberry","Photinia x fraseri","5"
"common wheat","Triticum aestivum","5"
"tree tobacco","Nicotiana glauca","4"
"black guineafowl","Agelastes niger","4"
"ring-tailed lemur","Lemur catta","4"
"Coccocypselum hirsutum","Coccocypselum hirsutum","4"
"Trinidad anole","Anolis trinitatis","4"
"Arapaima","Arapaima gigas","4"
"spotted python","Antaresia maculosa","4"
"creeping waterprimrose","Ludwigia peploides","4"
"southern balsampear","Momordica balsamina","4"
"California kingsnake","Lampropeltis getula californiae","4"
"sudangrass","Sorghum bicolor ssp. drummondii","4"
"brown leaf spot","Sirosporium diffusum","4"
"Septoria leaf spot and cankers","Septoria spp.","4"
"Corynespora blights and leaf spots","Corynespora spp.","4"
"purple mombin","Spondias purpurea","4"
"buckwheat","Fagopyrum esculentum","4"
"shakeshake","Crotalaria incana","4"
"domestic ferret","Mustela putorius furo","4"
"yellow-crowned bishop","Euplectes afer","4"
"California privet","Ligustrum ovalifolium","4"
"red-sided curly-tailed lizard","Leiocephalus schreibersii schreibersii","4"
"doubtful knight's-spur","Consolida ajacis","4"
"burning nettle","Urtica urens","4"
"anthracnose","Colletotrichum graminicola","4"
"rice-paper plant","Tetrapanax papyrifer","4"
"kinkajou","Potos flavus","4"
"black stem, stalk rot","Thielaviopsis spp.","4"
"amphisbaenians, lizards, snakes","","4"
"purple blotch","Alternaria porri","4"
"garland-lily","Hedychium spp.","4"
"black-throated monitor","Varanus albigularis microstictus","4"
"bowfin","Amia calva","4"
"purple crown-vetch","Securigera varia","4"
"northern snakehead","Channa argus","4"
"anthracnose","Gloeosporium spp.","4"
"hairy bush clovers","Lespedeza","4"
"oriental fire-bellied newt","Hypselotriton orientalis","4"
"panther grouper","Chromileptes altivelis","4"
"arawana","Osteoglossum bicirrhosum","4"
"Hispaniolan parrot","Amazona ventralis","4"
"Odontoglossum Ringspot Virus","Tobamovirus ORSV","4"
"Paraguayan black-velvet leatherleaf","Belocaulus angustipes","4"
"Dothiorella cankers","Dothiorella spp.","4"
"Mauritius hemp","Furcraea foetida","4"
"creepingoxeye","Wedelia spp.","4"
"prostrate knotweed","Polygonum aviculare","4"
"dotted bridalveil","Gibasis pellucida","4"
"Leptosphaerulina leaf blights","Leptosphaerulina spp.","4"
"common corn rust","Puccinia sorghi","4"
"purple swamphen","Porphyrio porphyrio poliocephalus","4"
"eastern rat snake","Pantherophis alleghaniensis","4"
"malaysian painted frog","Kaloula pulchra","4"
"common duckweed","Lemna minor","4"
"scaly-breasted lorikeet","Trichoglossus chlorolepidotus","4"
"Eggers' nutrush","Scleria eggersiana","4"
"leopard tortoise","Geochelone pardalis","4"
"canistel","Pouteria campechiana","4"
"Solenopsis invicta virus-1","Aparavirus SIV-1","4"
"dog mustard","Erucastrum gallicum","4"
"giant cichlid","Petenia splendida","4"
"black spot","Alternaria brassicicola","4"
"Southern corn rust","Puccinia polysora","4"
"Chinese elm","Ulmus parvifolia","4"
"Cymbidium mosaic virus","Potexvirus CYMMV","4"
"Bengal trumpet","Thunbergia grandiflora","4"
"red piranha","Pygocentrus nattereri","4"
"finger rot","Cnidoscolus urens var. stimulosus","4"
"diamond dove","Geopelia cuneata","4"
"black mangrove","Lumnitzera racemosa","4"
"unknown parrot","","4"
"house crow","Corvus splendens","4"
"everblooming acacia","Acacia retinodes","4"
"Fusarium Wilt of Canary Island Date Palm","Fusarium oxysporum f.sp. canariensis","4"
"shrimpplant","Justicia brandegeeana","4"
"green anole","Anolis carolinensis","4"
"Razor-backed Musk Turtle","Sternotherus carinatus","4"
"glossy shower","Senna surattensis","4"
"ringed teal","Callonetta leucophrys","4"
"leaf spot","Tubakia dryina","4"
"Rostratum leaf spot","Exserohilum rostratum","4"
"garden cosmos","Cosmos bipinnatus","4"
"mugwort","Artemisia vulgaris","4"
"Curtis' star-grass","Hypoxis curtissii","4"
"Phomopsis leaf blight and fruit rot","Phomopsis obscurans","4"
"croton","Croton spp.","4"
"spiny softshell turtle","Apalone spinifera","4"
"Lindley's butterflybush","Buddleja lindleyana","4"
"spearleaf swampmallow","Pavonia hastata","4"
"mosquito","Aedes mitchellae","4"
"Sphaceloma fungus","Sphaceloma spp.","4"
"superb starling","Lamprotornis superbus","4"
"sweetpotato","Ipomoea batatas","4"
"thick ditch crowngrass","Paspalum arundinaceum","4"
"Lophodermium needle casts","Lophodermium spp.","3"
"water flea","Daphnia lumholtzi","3"
"Nectriella fungi","Nectriella pironii","3"
"threeleaf cayratia","Cayratia trifolia","3"
"meadow fescue","Festuca pratensis","3"
"water speedwell","Veronica anagallis-aquatica","3"
"lawngrass","Zoysia spp.","3"
"swollen fingergrass","Chloris barbata","3"
"gorongosa girdled lizard","Cordylus mossambicus","3"
"striped triggerfish","Rhinecanthus aculeatus","3"
"Hispaniolan parakeet","Aratinga chloroptera","3"
"Sphaeropsis tip blight","Sphaeropsis tumefaciens","3"
"humbug damselfish","Dascyllus aruanus","3"
"spurgecreeper","Dalechampia scandens","3"
"dwarf lilyturf","Ophiopogon japonicus","3"
"waxyleaf privet","Ligustrum quihoui","3"
"hedgehog (Subfamily Erinaceinae)","","3"
"spinless yucca","Yucca gigantea","3"
"elkhorn fern","Platycerium bifurcatum","3"
"pitted beardgrass","Bothriochloa pertusa","3"
"Cercospora leaf spot","Cercospora pittospori","3"
"yellow tang","Zebrasoma flavescens","3"
"Gynosporanium rusts","Gymnosporangium spp.","3"
"mosquito","Psorophora cyanescens","3"
"corn cockle","Agrostemma githago","3"
"Rhizopus soft rots","Rhizopus spp.","3"
"Ganoderma butt rot of palm","Ganoderma zonatum","3"
"Mexican palo-verde","Parkinsonia aculeata","3"
"common screwpine","Pandanus utilis","3"
"simpleleaf bushweed","Flueggea acidoton","3"
"bighead carp","Hypophthalmichthys nobilis","3"
"orange-cheeked waxbill","Estrilda melpoda","3"
"cucumber mosaic virus (CMV)","Cucumovirus CMV","3"
"poroid wood decay fungi","Ganoderma spp.","3"
"blue mold","Peronospora tabacina","3"
"Nealley's sprangletop","Leptochloa nealleyi","3"
"crocodile monitor","Varanus salvadorii","3"
"orinoco goose","Neochen jubata","3"
"Alexandrine parakeet","Psittacula eupatria","3"
"red-and-green macaw","Ara chloropterus","3"
"Easter lily","Lilium longiflorum","3"
"orbiculate batfish","Platax orbicularis","3"
"bannerfish","Heniochus diphreutes","3"
"Scottish asphodel","Clusia rosea","3"
"downy mildew","Peronospora sparsa","3"
"New Zealand spinach","Tetragonia tetragonioides","3"
"Asian snakeheads","Channa spp.","3"
"scarlet macaw","Ara macao","3"
"ashy gecko","Sphaerodactylus elegans elegans","3"
"guinea pig","Cavia porcellus","3"
"asparagus","Asparagus officinalis","3"
"dragontree","Dracaena marginata","3"
"Asian brown tortoise","Manouria emys","3"
"eucalyptus psyllid","Blastopsylla occidentalis","3"
"cactus moth","Cactoblastis cactorum","3"
"eastern diamondback rattlesnake","Crotalus adamanteus","3"
"Algerian ivy","Hedera canariensis","3"
"Entomosporium fungus","Entomosporium spp.","3"
"cochineal nopal cactus","Opuntia cochenillifera","3"
