"Common Name","Scientific Name","Number of Records"
"Asian chestnut gall wasp","Dryocosmus kuriphilus","4"
"highbush blackberry","Rubus argutus","4"
"lettuce","Lactuca sativa","4"
"sawtooth oak","Quercus acutissima","4"
"hedgehog dogtailgrass","Cynosurus echinatus","4"
"Fuller's teasel","Dipsacus sativus","4"
"jumping worm","Amynthas spp.","4"
"parrotfeather","Myriophyllum aquaticum","4"
"grassy arrowhead","Sagittaria graminea","4"
"Dyer's greenweed","Genista tinctoria","4"
"meadow campion","Silene flos-cuculi","4"
"Japanese wisteria","Wisteria floribunda","4"
"Grecian foxglove","Digitalis lanata","4"
"Boston ivy","Parthenocissus tricuspidata","4"
"paper-mulberry","Broussonetia papyrifera","4"
"balloonvine","Cardiospermum halicacabum","4"
"parsley","Petroselinum crispum","4"
"Siebold's arrowwood","Viburnum sieboldii","4"
"daffodil","Narcissus pseudonarcissus","4"
"silver hairgrass","Aira caryophyllea","4"
"common hempnettle","Galeopsis tetrahit","4"
"air-potato","Dioscorea bulbifera","4"
"rattlesnake brome","Bromus briziformis","4"
"spiny cocklebur","Xanthium spinosum","4"
"hollyleaf naiad","Najas marina","3"
"house mouse","Mus musculus","3"
"saltmeadow rush","Juncus gerardii","3"
"slender meadow foxtail","Alopecurus myosuroides","3"
"hairy nightshade","Solanum physalifolium","3"
"Japanese maple","Acer palmatum","3"
"Siberian crabapple","Malus baccata","3"
"spurred anoda","Anoda cristata","3"
"Kenilworth ivy","Cymbalaria muralis","3"
"large gray willow","Salix cinerea","3"
"red campion","Silene dioica","3"
"","Asterolecanium bornmuelleri","3"
"Norway maple aphid","Periphyllus lyropictus","3"
"nodding star-of-Bethlehem","Ornithogalum nutans","3"
"rescuegrass","Bromus catharticus","3"
"California poppy","Eschscholzia californica","3"
"giant sumpweed","Cyclachaena xanthifolia","3"
"absinth wormwood","Artemisia absinthium","3"
"sweet mock orange","Philadelphus coronarius","3"
"pear sawfly","Caliroa cerasi","3"
"babysbreath","Gypsophila paniculata","3"
"clammy goosefoot","Dysphania pumilio","3"
"yellow groove bamboo","Phyllostachys aureosulcata","3"
"hyssop loosestrife","Lythrum hyssopifolia","3"
"bluehead gilia","Gilia capitata","3"
"bur buttercup","Ceratocephala testiculata","3"
"Asian longhorned beetle","Anoplophora glabripennis","3"
"garden baby's-breath","Gypsophila scorzonerifolia","3"
"boreal chickweed","Cerastium tomentosum","3"
"water lettuce","Pistia stratiotes","3"
"bristly oxtongue","Helminthotheca echioides","3"
"rough bugleweed","Lycopus asper","3"
"cinnamon rose","Rosa cinnamomea","3"
"calico scale","Eulecanium cerasorum","3"
"common earthworm","Lumbricus terrestris","3"
"cherry plum","Prunus cerasifera","3"
"small bugloss","Anchusa arvensis","3"
"gray poplar","Populus x canescens","3"
"yellow daylily","Hemerocallis lilioasphodelus","3"
"Japanese holly","Ilex crenata","3"
"Japanese zelkova","Zelkova serrata","2"
"watermilfoil","Myriophyllum spp.","2"
"ragweed parthenium","Parthenium hysterophorus","2"
"Japanese rose","Kerria japonica","2"
"knotroot foxtail","Setaria parviflora","2"
"smallflower morningglory","Jacquemontia tamnifolia","2"
"Sirex woodwasp","Sirex noctilio","2"
"pestilence wort","Petasites hybridus","2"
"pearl gromwell","Lithospermum officinale","2"
"slender Russian thistle","Salsola collina","2"
"slender speedwell","Veronica filiformis","2"
"hedge maple","Acer campestre","2"
"bladder senna","Colutea arborescens","2"
"castor aralia","Kalopanax septemlobus","2"
"sacred bamboo","Nandina domestica","2"
"eastern spruce gall adelgid","Adelges abietis","2"
"Chinese pear","Pyrus pyrifolia","2"
"ball mustard","Neslia paniculata","2"
"white deadnettle","Lamium album","2"
"February daphne","Daphne mezereum","2"
"crested wheatgrass","Agropyron cristatum","2"
"ambrosia beetle","Anisandrus maiche","2"
"winter-flowering cherry","Prunus subhirtella","2"
"Chinese chestnut","Castanea mollissima","2"
"seaside barley","Hordeum marinum","2"
"flathead catfish","Pylodictis olivaris","2"
"woodland bittercress","Cardamine flexuosa","2"
"crossleaf heath","Erica tetralix","2"
"red amaranth","Amaranthus cruentus","2"
"fig buttercup","Ranunculus ficaria var. bulbifera","2"
"unknown plant","","2"
"yellow archangel","Lamium galeobdolon","2"
"sweet breath of spring","Lonicera fragrantissima","2"
"European beachgrass","Ammophila arenaria","2"
"summer snowflake","Leucojum aestivum","2"
"thousand cankers disease","Geosmithia morbida","2"
"strict forget-me-not","Myosotis stricta","2"
"cutleaf nightshade","Solanum triflorum","2"
"California privet","Ligustrum ovalifolium","2"
"three-lined land planarian","Bipalium pennsylvanicum","2"
"celandine","Chelidonium spp.","2"
"curly plumeless thistle","Carduus crispus","2"
"Chinese wisteria","Wisteria sinensis","2"
"Russian knapweed","Rhaponticum repens","2"
"broomleaf toadflax","Linaria genistifolia","2"
"sharppoint fluvellin","Kickxia elatine","2"
"bracted plantain","Plantago aristata","2"
"European frog-bit","Hydrocharis morsus-ranae","2"
"elongate hemlock scale","Fiorinia externa","2"
"oat","Avena sativa","2"
"interrupted windgrass","Apera interrupta","2"
"hare's ear","Bupleurum rotundifolium","2"
"French rose","Rosa gallica","2"
"fivestamen tamarisk","Tamarix chinensis","2"
"evergreen clematis","Clematis vitalba","1"
"sweetscent","Pluchea odorata","1"
"rusty crayfish","Faxonius rusticus","1"
"heath sedge","Carex flacca","1"
"desert wheatgrass","Agropyron desertorum","1"
"spruce bud scale","Physokermes piceae","1"
"purplestamen mullein","Verbascum virgatum","1"
"hybrid cattail","Typha x glauca","1"
"diffuse knapweed","Centaurea diffusa","1"
"spurge flax","Thymelaea passerina","1"
"tree tobacco","Nicotiana glauca","1"
"panicled hydrangea","Hydrangea paniculata","1"
"flowering flax","Linum grandiflorum","1"
"roadside pennycress","Thlaspi alliaceum","1"
"tamarisk","Tamarix spp.","1"
"knotweed species (nonnative)","Reynoutria spp.","1"
"fortune meadowsweet","Spiraea japonica var. fortunei","1"
"yellowbelly slider","Trachemys scripta scripta","1"
"star of Bethlehem","Ornithogalum spp.","1"
"dothichiza canker of poplar","Plagiostoma populinum","1"
"buffalobur","Solanum rostratum","1"
"cow vetch","Vicia cracca ssp. tenuifolia","1"
"turnip aphid","Lipaphis pseudobrassicae","1"
"cypressvine morning-glory","Ipomoea quamoclit","1"
"Chinese elm","Ulmus parvifolia","1"
"dwarf violet iris","Iris verna","1"
"yellow foxtail","Setaria pumila ssp. pumila","1"
"European bird cherry","Prunus padus","1"
"onerow yellowcress","Nasturtium microphyllum","1"
"European hornet","Vespa crabro","1"
"crowfootgrass","Dactyloctenium aegyptium","1"
"common coleus","Solenostemon scutellarioides","1"
"narrowleaf hawksbeard","Crepis tectorum","1"
"catchweed","Asperugo procumbens","1"
"Double Impatiens","Impatiens walleriana","1"
"common pheasant","Phasianus colchicus","1"
"rose campion","Silene coronaria","1"
"American boxwood","Buxus sempervirens","1"
"common bugloss","Anchusa officinalis","1"
"Asian flatsedge","Cyperus microiria","1"
"pythons","Python spp.","1"
"orangespotted sunfish","Lepomis humilis","1"
"barberry","Berberis spp.","1"
"chicory","Cichorium","1"
"poplar sawfly","Trichiocampus viminalis","1"
"Oriental photinia","Photinia villosa","1"
"big quakinggrass","Briza maxima","1"
"burningbush","Euonymus atropurpureus","1"
"Long's sedge","Carex longii","1"
"London rocket","Sisymbrium irio","1"
"black horehound","Ballota nigra","1"
"stringy stonecrop","Sedum sarmentosum","1"
"juniper scale","Carulaspis juniperi","1"
"mollusc-eating hammerhead worm","Bipalium vagum","1"
"English oak","Quercus robur","1"
"unlisted insect","","1"
"leatherleaf mahonia","Mahonia bealei","1"
"moss phlox","Phlox subulata","1"
"Hamilton's spindletree","Euonymus hamiltonianus","1"
"woolly beech aphid","Phyllaphis fagi","1"
"lesser celandine","Ficaria verna spp. verna","1"
"golden bamboo","Phyllostachys aurea","1"
"poet's narcissus","Narcissus poeticus","1"
"wisterias","Wisteria spp.","1"
"goldfish","Carassius auratus","1"
"grass carp","Ctenopharyngodon idella","1"
"Pacific bentgrass","Agrostis avenacea","1"
"weeping alkaligrass","Puccinellia distans","1"
"Japanese yew","Taxus cuspidata","1"
"weeping willow","Salix x sepulcralis","1"
"Norway rat","Rattus norvegicus","1"
"Sacred lotus","Nelumbo nucifera","1"
"smooth sumac","Rhus glabra","1"
"salad burnet","Sanguisorba minor","1"
"oscar","Astronotus ocellatus","1"
"sicklepod","Senna obtusifolia","1"
"sweetwilliam","Dianthus barbatus","1"
"starch grape hyacinth","Muscari neglectum","1"
"Japanese flowering crabapple","Malus floribunda","1"
"stinkwort","Dittrichia graveolens","1"
"Sycamore maple","Acer pseudoplatanus","1"
"poplar-and-willow borer","Cryptorhynchus lapathi","1"
"mossy stonecrop","Sedum acre","1"
"purple beautyberry","Callicarpa dichotoma","1"
"squill","Scilla siberica","1"
"wayside speedwell","Veronica polita","1"
"water hyacinth","Eichhornia spp.","1"
"yellow alfalfa","Medicago sativa ssp. falcata","1"
