"Common Name","Scientific Name","Number of Records"
"rocketsalad","Eruca vesicaria ssp. sativa","4"
"prairie sunflower","Helianthus petiolaris","4"
"northern wildrice","Zizania palustris var. palustris","4"
"purpleosier willow","Salix purpurea","4"
"Chinese fleecevine","Fallopia baldschuanica","4"
"woodbine","Lonicera periclymenum","4"
"moist sowthistle","Sonchus arvensis ssp. uliginosus","4"
"pig (feral), wild boar at large","Sus scrofa (feral type)","4"
"common cowparsnip","Heracleum maximum","4"
"white satin moth","Leucoma salicis","4"
"Long's sedge","Carex longii","4"
"princess-feather","Persicaria orientalis","4"
"common water hyacinth","Eichhornia crassipes","4"
"blunt knapweed flower weevil","Larinus obtusus","4"
"wild celery","Apium graveolens","4"
"sweetscented bedstraw","Galium odoratum","4"
"beach wormwood","Artemisia stelleriana","4"
"baldfaced hornet","Dolichovespula maculata","4"
"water primrose","Ludwigia grandiflora ssp. hexapetala","4"
"thoroughwort pennycress","Microthlaspi perfoliatum","4"
"ambermarked birch leafminer","Profenusa thomsoni","4"
"elm leafminer","Kaliofenusa ulmi","4"
"western cedar borer","Trachykele blondeli","4"
"meadow sage","Salvia pratensis","4"
"leafy spurge stem boring beetle","Oberea erythrocephala bicolor","4"
"evergreen bugloss","Pentaglottis sempervirens","4"
"sessilefruit arrowhead","Sagittaria rigida","4"
"harlequin blueflag","Iris versicolor","4"
"knapweed root weevil","Cyphocleonus achates","4"
"green sorrel","Rumex acetosa","4"
"princesstree","Paulownia tomentosa","4"
"European bird cherry","Prunus padus","4"
"longleaf groundcherry","Physalis longifolia","4"
"lettuce","Lactuca sativa","4"
"privet","Ligustrum spp.","4"
"introduced pine sawfly","Diprion similis","4"
"digitalis","Digitalis spp.","4"
"European stinging nettle","Urtica dioica ssp. dioica","4"
"Fuller's teasel","Dipsacus sativus","4"
"European frog-bit","Hydrocharis morsus-ranae","3"
"queen-devil hawkweed","Hieracium glomeratum","3"
"maiden pink","Dianthus deltoides","3"
"garden sorrel","Rumex acetosa ssp. acetosa","3"
"hard fescue","Festuca brevipila","3"
"subterranean clover","Trifolium subterraneum","3"
"Melampsora leaf rust","Melampsora laricis-populina","3"
"elm sawfly","Cimbex americana","3"
"field forget-me-not","Myosotis arvensis","3"
"sea lavender","Limonium spp.","3"
"fall panicum","Panicum dichotomiflorum","3"
"linden aphid","Eucallipterus tiliae","3"
"marsh dayflower","Murdannia keisak","3"
"wayfaringtree","Viburnum lantana","3"
"Aaron's beard","Hypericum calycinum","3"
"common caraway","Carum carvi","3"
"lepyrodiclis","Lepyrodiclis holosteoides","3"
"yellow alfalfa","Medicago sativa ssp. falcata","3"
"bladder senna","Colutea arborescens","3"
"Norway rat","Rattus norvegicus","3"
"laurustinus","Viburnum tinus","3"
"willowleaf lettuce","Lactuca saligna","3"
"defoliating hemlock moth","Agonopterix alstroemeriana","3"
"piedmont bedstraw","Cruciata pedemontana","3"
"pennyroyal","Mentha pulegium","3"
"Japanese honeysuckle","Lonicera japonica","3"
"Canterbury bells","Campanula medium","3"
"weeping lovegrass","Eragrostis curvula","3"
"spruce zebra beetle","Xylotrechus undulatus","3"
"foxtail millet","Setaria italica","3"
"red amaranth","Amaranthus cruentus","3"
"Texas blueweed","Helianthus ciliaris","3"
"twoscale saltbush","Atriplex micrantha","3"
"max chrysanthemum","Leucanthemum maximum","3"
"spruce aphid","Elatobium abietinum","3"
"mountain-ash sawfly","Pristiphora geniculata","3"
"common carp","Cyprinus carpio","3"
"autumn olive","Elaeagnus umbellata","3"
"red brome","Bromus rubens","2"
"spotted knapweed","Centaurea stoebe","2"
"umbrella spurry","Holosteum umbellatum","2"
"birch casebearer","Coleophora serratella","2"
"ragwort","Senecio spp.","2"
"stink bugs (Family Pentatomidae)","","2"
"western boxelder bug","Boisea rubrolineata","2"
"birch leafminer","Fenusa pusilla","2"
"purple pampasgrass","Cortaderia jubata","2"
"unknown insect","","2"
"white-horned horntail","Urocerus albicornis","2"
"buckhorn plantain","Plantago coronopus","2"
"pot marigold","Calendula officinalis","2"
"sumac","Rhus","2"
"small flower touch-me-not","Impatiens parviflora","2"
"common buckthorn, European buckthorn","Rhamnus cathartica","2"
"looper","Nepytia spp.","2"
"tall morning-glory","Ipomoea purpurea","2"
"pampas grass","Cortaderia","2"
"burning nettle","Urtica urens","2"
"spurge flax","Thymelaea passerina","2"
"whitecrossed seed bug","Neacoryphus bicrucis","2"
"kudzu","Pueraria montana var. lobata","2"
"dog mustard","Erucastrum gallicum","2"
"stink bug","Chlorochroa spp.","2"
"plumleaf crabapple","Malus prunifolia","2"
"giant daisy","Leucanthemella serotina","2"
"elecampane","Inula helenium","2"
"slender oat","Avena barbata","2"
"meadow brome","Bromus erectus","2"
"giant ragweed","Ambrosia trifida","2"
"orange hawkweed","Hieracium aurantiacum","2"
"cat-faced spider","Araneus gemmoides","2"
"mouse-ear cress","Arabidopsis thaliana","2"
"Grecian foxglove","Digitalis lanata","2"
"pit scale","Asterodiaspis minor","2"
"cutleaf burnweed","Erechtites glomeratus","2"
"red campion","Silene dioica","2"
"Japanese barberry","Berberis thunbergii","2"
"garden tiger moth","Arctia caja","2"
"brownlined looper","Neoalcis californiaria","2"
"snowdrop","Galanthus nivalis","2"
"Indian thistle","Cirsium edule","2"
"hanging sedge","Carex pendula","2"
"American burnweed","Erechtites hieraciifolius","2"
"smallflower galinsoga","Galinsoga parviflora","2"
"hound's tongue","Cynoglossum spp.","2"
"Jersey cudweed","Pseudognaphalium luteoalbum","2"
"false strawberry","Potentilla indica","2"
"smallflower sweetbrier","Rosa micrantha","2"
"European elm bark beetle, smaller European elm bark beetle","Scolytus multistriatus","2"
"lesser knapweed flower weevil","Larinus minutus","2"
"giant foxtail","Setaria faberi","2"
"small broomrape","Orobanche minor","2"
"elm leaf beetle","Xanthogaleruca luteola","2"
"Siricid woodwasp","Urocerus californicus","2"
"French tamarisk","Tamarix gallica","2"
"showy fly honeysuckle, Bell's honeysuckle","Lonicera x bella","2"
"common grape hyacinth","Muscari botryoides","2"
"spotted waterhemlock","Cicuta maculata","2"
"dwarf snapdragon","Chaenorhinum minus","2"
"Siberian crabapple","Malus baccata","2"
"creeping waterprimrose","Ludwigia peploides","2"
"staghorn sumac","Rhus typhina","2"
"Etruscan honeysuckle","Lonicera etrusca","2"
"cardoon","Cynara cardunculus","2"
"buckwheat","Fagopyrum esculentum","2"
"polar hawkweed","Hieracium atratum","2"
"European columbine","Aquilegia vulgaris","2"
"common valerian","Valeriana officinalis","2"
"European black alder","Alnus glutinosa","2"
"apple-mint","Mentha x villosa","2"
"European vervain","Verbena officinalis","2"
"African rue","Peganum harmala","2"
"large-flower primrose-willow","Ludwigia grandiflora ssp. grandiflora","2"
"basil downy mildew","Peronospora belbahrii","2"
"largeseed falseflax","Camelina sativa","2"
"bur chervil","Anthriscus caucalis","2"
"knapweed seedhead moth","Metzneria paucipunctella","2"
"brown-legged spurge flea beetle","Aphthona lacertosa","2"
"Japanese angelica tree","Aralia elata","2"
"Japanese hedge-parsley, erect hedgeparsley","Torilis japonica","2"
"Japanese holly","Ilex crenata","2"
"Japanese rose","Kerria japonica","2"
"Japanese sweet coltsfoot","Petasites japonicus","2"
"great golden digger wasp","Sphex ichneumoneus","2"
"hair fescue","Festuca filiformis","2"
"European pine shoot moth","Rhyacionia buoliana","2"
"Dyer's greenweed","Genista tinctoria","2"
"eastern spruce gall adelgid","Adelges abietis","2"
"false spiraea","Sorbaria sorbifolia","2"
"brown-winged knapweed moth","Pterolonche inspersa","1"
"Port Orford cedar","Chamaecyparis lawsoniana","1"
"Hispanic hyacinthoides","Hyacinthoides hispanica","1"
"false madwort","Berteroa spp.","1"
"California privet","Ligustrum ovalifolium","1"
"rapeseed","Brassica napus","1"
"Ichneumonid wasps","","1"
"flatheaded or metallic wood borer (family Buprestidae)","","1"
"biddy-biddy","Acaena novae-zelandiae","1"
"shortpod mustard","Hirschfeldia incana","1"
"junglerice","Echinochloa colona","1"
"giant stoneflies","Pteronarcys spp.","1"
"autumn olive","Elaeagnus umbellata var. parvifolia","1"
"Siberian iris","Iris sibirica","1"
"herb bennet","Geum urbanum","1"
"gray poplar","Populus x canescens","1"
"annual wheatgrass","Eremopyrum triticeum","1"
"San Jose scale","Comstockaspis perniciosa","1"
"metallic wood-boring beetle","Buprestis langii","1"
"floating pennywort","Hydrocotyle ranunculoides","1"
"African clawed frog","Xenopus laevis","1"
"scarlet gaura","Gaura coccinea","1"
"meadow campion","Silene flos-cuculi","1"
"French broom","Genista monspessulana","1"
"devils beggarticks","Bidens frondosa","1"
"smallflower umbrella sedge","Cyperus difformis","1"
"little burclover","Medicago minima","1"
"English oak","Quercus robur","1"
"dothichiza canker of poplar","Plagiostoma populinum","1"
"wild marjoram","Origanum vulgare","1"
"live-forever stonecrop","Hylotelephium telephium","1"
"European spruce needle miner","Epinotia nanana","1"
"European green crab","Carcinus maenas","1"
"western wildcucumber","Marah oreganus","1"
"European pine sawfly","Neodiprion sertifer","1"
"hairy fleabane","Conyza bonariensis","1"
"European spruce sawfly","Gilpinia hercyniae","1"
"white mustard","Sinapis alba","1"
"golden chain tree","Laburnum","1"
"incense-cedar","Calocedrus decurrens","1"
"foxtail barley","Hordeum jubatum","1"
"Tiphiid wasp","Tiphia spp.","1"
"bark beetle","Hylastes opacus","1"
"horsenettle","Solanum carolinense","1"
"fall webworm","Hyphantria cunea","1"
"toadflax","Linaria spp.","1"
"African mustard","Strigosella africana","1"
"heather","Calluna vulgaris","1"
"field mustard","Brassica rapa var. rapa","1"
"tenlined June beetle","Polyphylla decemlineata","1"
"alligator gar","Atractosteus spatula","1"
"longleaf speedwell","Pseudolysimachion longifolium","1"
"fieldnettle betony","Stachys arvensis","1"
"katydid","","1"
"","Proserpinus spp.","1"
"bee flies","Bombylius spp.","1"
"fivestamen tamarisk","Tamarix chinensis","1"
"Kenilworth ivy","Cymbalaria muralis","1"
"Asiatic dayflower","Commelina communis","1"
"black horehound","Ballota nigra","1"
"metallic wood-boring beetle","Buprestis viridisuturalis","1"
"Himalayan blackberry","Rubus hedycarpus ssp. armeniacus","1"
"borage","Borago spp.","1"
"blinded sphinx","Paonias excaecatus","1"
"mimosa","Albizia julibrissin","1"
"paleyellow touch-me-not","Impatiens aurella","1"
"border privet","Ligustrum obtusifolium","1"
"British yellowhead","Inula britannica","1"
"pansy","Viola tricolor","1"
"other species","","1"
"blister beetles","","1"
"","Banasa spp.","1"
"perennial ryegrass","Lolium perenne ssp. perenne","1"
"onerow yellowcress","Nasturtium microphyllum","1"
"blackhorned pine borer","Callidium antennatum hesperum","1"
"","Meconema spp.","1"
"pale beauty","Campaea perlata","1"
"mourningbride","Scabiosa atropurpurea","1"
"bird's-foot trefoil","Lotus corniculatus var. corniculatus","1"
"Arctiid moths","","1"
"orb weaver spiders","Araneus spp.","1"
"elmleaf blackberry","Rubus ulmifolius","1"
"cow vetch","Vicia cracca ssp. tenuifolia","1"
"banded elm bark beetle","Scolytus schevyrewi","1"
"musk thistle head weevil","Rhinocyllus conicus","1"
"English yew","Taxus baccata","1"
"cimbicid sawfly","Cimbex spp.","1"
"bamboo","Phyllostachys spp.","1"
"mulberryweed","Fatoua villosa","1"
"Eurasian collared-dove","Streptopelia decaocto","1"
"silverspotted tiger moth","Lophocampa argentata","1"
"cross spider","Araneus diadematus","1"
"rose spiraea","Spiraea douglasii","1"
"dwarf honeysuckle","Lonicera xylosteum","1"
"skeletonleaf bursage","Ambrosia tomentosa","1"
"buttercup","Ranunculus spp.","1"
"prostrate pigweed","Amaranthus blitoides","1"
"European mantid","Mantis religiosa","1"
"spruce bud scale","Physokermes piceae","1"
"common bugseed","Corispermum pacificum","1"
"raspberry crown borer","Pennisetia marginata","1"
"cutleaf teasel","Dipsacus laciniatus","1"
"snapdragon","Antirrhinum majus","1"
"Scots pine","Pinus sylvestris","1"
"ravennagrass","Tripidium ravennae ssp. ravennae","1"
"butterflybush","Buddleja spp.","1"
"spider wasps","","1"
"red elderberry","Sambucus racemosa","1"
"white grubs, scarabs, scarab beetles","","1"
"Canadian horseweed","Conyza canadensis var. canadensis","1"
"thistle crown weevil","Trichosirocalus horridus","1"
"reed","Phragmites spp.","1"
"western yellowjacket","Vespula pensylvanica","1"
"comfrey","Symphytum x uplandicum","1"
"Turkish baby's-breath","Gypsophila pilosa","1"
"Russian wildrye","Psathyrostachys juncea","1"
"unknown plant","","1"
"biennial campion","Silene csereii","1"
"varied carpet beetle","Anthrenus verbasci","1"
"northern giant hornet (formerly Asian giant hornet)","Vespa mandarinia","1"
"sowthistle","Sonchus","1"
"broadleaf bamboo","Sasa","1"
"weeping forsythia","Forsythia suspensa","1"
"mouse-ear chickweed","Cerastium","1"
"spatulaleaf loosestrife","Lythrum portula","1"
"milkweed","Asclepias","1"
"Western black widow","Latrodectus hesperus","1"
"Mormon cricket","Anabrus simplex","1"
"smooth brome","Bromus inermis ssp. inermis","1"
"loosestrife","Lysimachia spp.","1"
"moleplant","Euphorbia lathyris","1"
"polyphemus moth","Antheraea polyphemus","1"
"tent caterpillar moths","Malacosoma spp.","1"
"ponderous borer","Trichocnemis spiculatus","1"
"one-spotted variant","Hypagyrtis unipunctata","1"
"pink woodsorrel","Oxalis debilis var. corymbosa","1"
"wisterias","Wisteria spp.","1"
"oystershell scale","Lepidosaphes ulmi","1"
"predaceous diving beetles","","1"
"Pacific cicada killer","Sphecius convallis","1"
"Persian speedwell","Veronica persica","1"
"western thatching ant","Formica obscuripes","1"
"pickerelweed","Pontederia cordata","1"
"witch's moneybags","Hylotelephium telephium ssp. telephium","1"
"perilla mint","Perilla frutescens","1"
"yellowjacket","Vespula spp.","1"
"roof rat","Rattus rattus","1"
"wall lettuce","Lactuca muralis","1"
"Wisconsin weeping willow","Salix x pendulina","1"
"stink bug","Banasa euchlora","1"
"woodland strawberry","Fragaria vesca ssp. vesca","1"
"spotted pine sawyer","Monochamus clamator","1"
"squarrose knapweed","Centaurea virgata","1"
"squash bug","Anasa tristis","1"
